city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,19,-43,41,12
3,-7,3,51,1
4,-6,-11,2,17
5,-45,16,49,8
6,34,-40,14,23
7,37,-6,3,20
8,29,-21,8,27
9,7,37,48,13
10,13,0,15,22
11,-28,39,38,18
12,-8,-3,15,14
13,-52,55,36,15
14,11,36,9,5
15,-6,12,42,17
16,-6,9,54,9
17,-1,-18,17,6
18,3,-31,5,17
19,-40,10,5,23
20,54,-49,3,7
21,-54,-51,38,20
22,39,39,23,12
23,-34,-52,47,25
24,9,13,16,4
25,32,55,31,12
26,38,-11,23,21
27,47,2,43,6
28,-29,22,24,13
29,-16,-42,17,8
30,36,-37,22,3
31,49,-33,6,27
32,24,52,20,6
33,44,48,28,2
34,32,-47,30,8
35,1,-37,40,4
36,-51,-29,38,4
37,-7,28,2,1
38,-17,38,22,2
39,-25,41,44,27
40,22,55,55,7
41,28,-49,14,27
42,-36,41,36,22
43,-34,-27,22,13
44,7,0,29,13
45,14,21,24,7
46,-34,48,31,15
47,17,35,25,8
48,19,53,11,26
49,-13,-2,40,11
50,44,7,7,3
51,-53,43,40,19
52,-41,-37,46,20
53,18,5,6,15
54,51,55,25,12
55,-45,-4,26,1
