city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-35,-230,323,160
3,230,61,208,173
4,-135,330,277,43
5,-7,201,147,51
6,-111,-134,100,159
7,4,39,150,45
8,265,172,85,11
9,15,315,45,8
10,293,-86,339,58
11,94,-35,28,110
12,-289,21,113,36
13,-300,110,198,161
14,-43,343,320,6
15,-342,324,245,20
16,-9,18,165,99
17,213,92,348,27
18,-272,314,243,114
19,249,50,166,122
20,-202,-338,350,129
21,219,227,343,126
22,-234,-47,40,52
23,-79,142,33,131
24,271,162,318,51
25,179,-225,107,61
26,93,110,186,35
27,-103,281,126,39
28,-214,-151,136,18
29,317,288,177,167
30,330,-302,313,45
31,247,-265,231,131
32,61,-48,76,91
33,319,-349,318,124
34,-342,-166,69,64
35,-12,119,242,6
36,155,-74,23,5
37,-313,253,91,95
38,316,281,331,131
39,214,202,19,120
40,174,-185,9,6
41,-306,99,300,61
42,-173,261,336,125
43,322,243,146,106
44,-277,273,44,167
45,222,-72,93,153
46,216,348,130,79
47,-253,249,248,7
48,209,-17,54,146
49,-197,-174,31,136
50,-57,218,307,54
51,254,307,205,18
52,-242,131,87,82
53,334,22,281,79
54,-128,-269,16,35
55,-30,-282,347,73
56,263,147,272,66
57,-165,-347,125,161
58,-268,-87,213,88
59,-342,223,350,154
60,19,26,49,110
61,-37,312,105,136
62,312,113,283,37
63,322,-300,113,133
64,278,-263,120,17
65,-243,111,234,142
66,-348,-312,176,121
67,-346,184,256,72
68,-61,306,273,101
69,-230,196,259,117
70,324,-187,72,40
71,-259,-36,343,45
72,277,-184,179,123
73,-2,222,274,169
74,291,-147,189,170
75,303,307,210,54
76,141,155,235,32
77,-59,226,340,153
78,-204,-89,85,39
79,290,-40,213,67
80,326,105,101,174
81,199,293,349,7
82,-267,-86,179,68
83,230,228,91,121
84,-182,-77,168,75
85,172,-297,84,132
86,331,-292,158,158
87,60,125,268,7
88,265,334,42,156
89,66,-183,68,145
90,141,312,162,130
91,49,149,329,4
92,-133,26,50,149
93,51,-272,243,148
94,313,308,154,39
95,-69,-175,55,116
96,-43,-324,284,53
97,-177,-139,83,77
98,163,138,254,37
99,-230,-29,77,103
100,127,199,147,52
101,-249,-293,318,116
102,-171,74,207,117
103,-283,313,117,111
104,-193,-331,279,28
105,-251,286,82,75
106,-132,-345,269,126
107,-203,-336,172,43
108,1,-13,8,42
109,164,-316,187,155
110,56,-335,119,34
111,179,193,324,84
112,-163,-290,243,51
113,340,167,184,64
114,94,141,122,18
115,245,273,174,126
116,-187,-177,159,119
117,350,-303,3,64
118,254,-285,265,44
119,-265,-204,257,127
120,-329,287,205,118
121,-55,66,252,166
122,69,-139,101,155
123,223,124,348,124
124,230,-293,255,94
125,234,112,34,38
126,-71,-201,44,38
127,154,130,322,86
128,313,305,278,19
129,341,254,218,53
130,-282,40,10,54
131,-23,212,6,134
132,296,10,221,120
133,-198,-341,275,40
134,-77,-228,145,73
135,-289,-143,233,88
136,-239,-320,180,41
137,287,192,66,129
138,-114,-197,12,164
139,154,-190,222,167
140,8,141,108,52
141,290,-154,64,93
142,-65,248,96,59
143,-300,232,242,68
144,-62,-46,145,96
145,-303,-138,272,7
146,-49,-15,133,138
147,-336,94,131,61
148,-38,107,131,86
149,335,-69,87,28
150,257,-76,23,55
151,-148,203,240,36
152,65,60,39,68
153,-164,-303,58,120
154,-109,329,215,43
155,-247,236,90,35
156,-162,-4,57,39
157,-238,-84,289,66
158,-294,291,29,9
159,-61,-97,334,83
160,-194,-337,58,77
161,-138,15,268,121
162,-269,21,62,19
163,-179,232,336,111
164,213,61,227,88
165,-118,349,77,93
166,-253,190,292,142
167,-78,17,110,107
168,-100,75,277,166
169,-282,-334,157,58
170,19,-198,279,127
171,-93,63,81,20
172,147,298,315,107
173,235,153,78,166
174,335,-88,205,133
175,-8,29,127,153
176,91,-252,275,137
177,-18,-95,299,20
178,-252,-105,149,145
179,-237,-316,11,17
180,-264,310,148,132
181,-295,101,196,164
182,221,-175,15,139
183,64,-202,134,14
184,-144,57,237,155
185,-100,-70,89,164
186,271,98,14,28
187,141,-251,252,129
188,-325,226,64,120
189,331,106,174,73
190,114,-43,296,69
191,-70,-310,60,69
192,274,-319,115,82
193,143,-285,287,133
194,99,-262,342,2
195,-146,-175,299,72
196,278,77,227,157
197,-263,-260,168,62
198,98,-114,101,122
199,-311,298,218,16
200,-116,302,294,155
201,-47,-173,333,101
202,160,-9,35,31
203,105,174,165,111
204,47,263,212,65
205,-182,-319,118,104
206,-196,185,241,114
207,254,-77,180,68
208,-194,-74,297,171
209,-203,-92,10,160
210,342,-131,185,36
211,-273,200,3,87
212,-152,226,160,119
213,120,272,13,11
214,142,-36,270,84
215,-226,-115,75,85
216,-344,321,173,132
217,-48,-25,258,89
218,314,145,231,57
219,157,-35,173,24
220,292,-101,258,22
221,308,201,278,120
222,-74,-205,270,3
223,176,127,2,121
224,-270,-56,312,108
225,-349,-36,49,100
226,-91,195,91,145
227,-100,185,100,74
228,332,-197,345,9
229,-275,6,274,170
230,193,331,159,85
231,-215,146,215,83
232,-231,342,203,139
233,16,-328,176,65
234,-216,-245,266,156
235,-267,-186,115,98
236,209,-258,128,88
237,184,-308,81,126
238,178,-259,102,60
239,290,21,232,57
240,-196,-266,139,136
241,-323,-179,60,2
242,177,-271,9,21
243,195,159,47,89
244,-301,-116,8,10
245,-247,107,135,142
246,66,67,309,84
247,-327,112,57,71
248,-310,-76,241,28
249,337,-303,249,4
250,-60,1,62,41
251,255,286,268,70
252,291,-201,140,38
253,-334,78,159,42
254,-22,-28,259,3
255,-168,-346,257,131
256,86,-277,109,38
257,-74,298,165,96
258,40,11,127,76
259,-296,271,178,25
260,-20,-74,131,133
261,-188,342,72,72
262,-161,187,82,123
263,318,-99,153,131
264,-348,161,120,58
265,77,-267,98,98
266,-40,163,200,50
267,299,290,202,112
268,92,135,81,143
269,-148,-260,153,137
270,20,-14,106,123
271,86,10,197,86
272,78,-45,165,150
273,264,-331,246,47
274,-317,-201,88,96
275,214,64,263,8
276,-237,-22,178,97
277,-251,-37,247,60
278,-244,76,168,54
279,64,-344,79,76
280,-197,-2,13,111
281,-12,-94,11,126
282,-225,211,100,126
283,-179,-13,258,21
284,106,-154,149,121
285,3,108,232,79
286,-39,172,205,49
287,11,-247,251,160
288,-209,59,215,64
289,-317,-165,30,85
290,117,-325,46,114
291,-268,141,348,115
292,311,-238,145,17
293,-233,-340,106,46
294,200,340,344,1
295,-96,-310,216,122
296,-226,-46,220,29
297,-147,-53,147,48
298,-71,-270,105,148
299,-201,195,248,168
300,293,69,293,127
301,77,159,50,151
302,-88,161,318,130
303,-84,-10,249,144
304,-276,310,72,29
305,195,45,166,14
306,-264,194,227,29
307,194,265,100,3
308,-337,-48,19,97
309,65,-66,147,154
310,141,88,283,10
311,-141,149,204,45
312,-349,-263,209,130
313,-22,302,23,12
314,225,-249,252,50
315,73,182,28,59
316,-236,-169,62,70
317,-314,150,340,57
318,-119,53,145,27
319,-141,-11,116,99
320,315,50,189,164
321,133,233,22,69
322,-2,322,309,66
323,52,102,283,146
324,-49,248,250,63
325,211,-22,83,21
326,-123,80,199,124
327,164,-167,20,39
328,-337,31,223,7
329,-255,174,257,100
330,52,82,220,133
331,340,165,51,151
332,315,126,139,33
333,92,278,243,100
334,-87,290,207,74
335,280,150,305,165
336,339,-173,42,127
337,190,221,171,77
338,38,-16,256,92
339,329,181,29,22
340,238,348,3,105
341,22,312,186,89
342,300,190,75,102
343,260,-344,295,75
344,342,-155,132,175
345,142,32,127,1
346,-16,213,250,71
347,-329,108,312,49
348,-270,314,306,44
349,-152,346,214,51
350,-13,-125,85,15
