city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-4,27,30,3
3,-16,-2,6,5
4,-13,-35,2,13
5,-27,4,6,9
6,-12,-21,6,5
7,-27,-14,16,8
8,-16,-23,19,12
9,-4,-28,12,14
10,33,5,9,8
11,-17,-5,26,10
12,30,24,6,5
13,-2,13,29,13
14,-27,-27,33,12
15,-15,-17,30,9
16,-3,2,2,15
17,-31,-14,32,18
18,-4,32,32,3
19,1,23,19,1
20,28,25,31,5
21,-29,28,8,9
22,-13,-21,32,10
23,-11,-9,34,13
24,-17,31,31,8
25,-8,21,1,11
26,-22,30,35,8
27,6,-23,13,18
28,-29,23,16,18
29,20,-14,34,12
30,-22,-17,19,13
31,-5,34,2,7
32,-12,5,32,4
33,-4,-18,4,14
34,1,18,2,14
35,-23,-16,35,9
