city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-350,-554,238,111
3,-281,605,126,217
4,-202,-429,359,329
5,-312,52,548,198
6,-222,652,124,146
7,510,-322,689,133
8,353,-569,109,344
9,-328,114,490,207
10,529,691,606,231
11,82,-45,116,116
12,-206,315,106,105
13,83,-354,613,205
14,133,-640,130,267
15,117,75,470,269
16,-75,457,357,295
17,-400,-120,435,162
18,-358,96,227,151
19,-648,281,35,146
20,181,-101,87,215
21,-275,-380,59,233
22,-138,-206,351,27
23,-566,329,63,69
24,303,-536,635,315
25,-355,-156,379,187
26,392,-47,616,314
27,-603,93,403,245
28,-488,241,131,206
29,80,-93,23,91
30,-57,-317,73,290
31,674,-561,641,97
32,-555,660,672,350
33,453,468,589,49
34,187,-666,697,314
35,-369,-481,436,313
36,-265,-20,487,148
37,-250,328,556,252
38,469,-186,133,160
39,552,22,46,144
40,-106,287,695,161
41,-695,-617,377,326
42,333,-260,574,201
43,162,354,496,53
44,584,616,688,169
45,-496,398,491,199
46,480,-636,528,168
47,577,-452,251,98
48,206,-33,413,281
49,-356,394,493,132
50,-130,60,515,58
51,126,-189,394,139
52,-20,-313,25,66
53,-183,-68,670,66
54,129,618,584,209
55,-696,460,212,2
56,-549,-681,377,243
57,105,266,684,124
58,194,124,626,245
59,-467,-215,675,277
60,687,-669,310,125
61,-185,-308,551,271
62,253,-342,293,115
63,544,55,338,146
64,-183,-110,241,179
65,299,388,467,114
66,-316,519,653,27
67,146,-165,233,336
68,136,-191,631,103
69,-581,-289,573,293
70,217,44,669,27
71,-606,-289,46,122
72,-42,-327,464,176
73,265,-306,372,251
74,231,289,196,331
75,-346,180,549,273
76,-427,-282,509,220
77,150,-192,199,97
78,275,-140,279,233
79,610,385,297,292
80,461,208,609,330
81,-330,417,664,294
82,-278,-496,51,180
83,189,477,479,284
84,-525,-385,59,29
85,-6,70,223,288
86,-539,430,487,328
87,-43,664,469,68
88,-568,-687,280,152
89,-563,496,205,53
90,462,400,661,110
91,-1,540,133,332
92,-187,650,281,32
93,-203,194,363,68
94,592,512,583,152
95,630,206,251,307
96,-182,509,524,165
97,192,-523,119,305
98,65,-187,565,222
99,-83,-211,655,120
100,-295,410,519,139
101,700,660,696,163
102,-369,491,512,266
103,497,569,98,85
104,258,140,307,202
105,486,445,184,248
106,672,468,323,33
107,622,223,535,155
108,-350,230,676,182
109,-673,265,314,19
110,416,423,152,228
111,656,289,665,15
112,-514,648,696,54
113,681,366,125,262
114,-394,-119,488,137
115,190,671,85,200
116,-558,-284,435,64
117,223,-186,616,86
118,-424,-219,516,338
119,589,691,227,277
120,-685,-669,473,245
121,39,571,635,149
122,176,-214,192,227
123,-286,191,104,141
124,252,400,479,322
125,308,291,687,141
126,-316,655,672,156
127,-27,28,252,171
128,246,158,539,141
