city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-13,-1,64,7
3,-28,0,75,11
4,-22,-55,68,21
5,-30,-79,47,21
6,80,40,16,34
7,13,53,26,19
8,-29,16,67,19
9,-6,-25,15,39
10,-36,-42,65,30
11,-47,64,74,1
12,-31,-73,37,37
13,49,-73,67,12
14,-36,25,62,23
15,-78,50,43,13
16,-8,-65,16,35
17,10,30,70,26
18,-40,23,2,37
19,-4,-40,30,28
20,-11,8,5,12
21,75,54,69,29
22,-63,-43,70,8
23,14,-64,23,33
24,0,7,70,40
25,29,-41,76,16
26,-27,16,77,37
27,79,-39,76,11
28,33,62,17,10
29,-24,54,2,24
30,-73,-12,16,3
31,36,30,7,36
32,80,-67,15,6
33,6,19,18,11
34,-48,-70,2,5
35,16,58,67,11
36,44,21,70,32
37,-20,-56,21,38
38,34,48,73,35
39,4,-11,16,13
40,71,15,64,21
41,59,-30,73,3
42,-9,-67,5,21
43,67,53,73,10
44,-73,7,57,27
45,-22,24,39,21
46,29,29,74,16
47,-79,56,12,33
48,30,6,2,10
49,-60,-60,65,9
50,74,62,4,22
51,49,56,38,29
52,-44,-24,43,35
53,-54,12,23,35
54,68,20,52,16
55,76,32,77,17
56,-54,43,17,20
57,-39,67,6,6
58,49,-17,80,3
59,26,31,54,31
60,1,57,36,33
61,-14,55,10,26
62,56,66,27,35
63,-52,14,72,17
64,57,22,72,36
65,-60,-75,76,5
66,40,7,56,35
67,47,18,74,12
68,-9,-59,64,33
69,21,-53,34,35
70,-79,17,24,33
71,31,-16,56,32
72,55,-50,10,36
73,-65,-61,44,15
74,72,-20,41,32
75,-64,10,64,10
76,-22,77,18,5
77,37,76,71,14
78,45,51,50,31
79,60,-75,76,15
80,-76,32,76,9
81,-25,6,69,12
