city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-24,-12,11,14
3,-14,-8,1,1
4,-1,-35,28,14
5,4,-27,11,13
6,16,6,35,8
7,6,-3,23,18
8,-1,8,17,17
9,34,12,34,3
10,7,-7,33,11
11,-23,-25,34,6
12,31,22,4,7
13,-13,-14,9,13
14,-22,24,15,1
15,24,-4,8,16
16,-26,-3,2,7
17,-26,1,32,1
18,-33,26,11,3
19,23,-8,9,12
20,18,9,28,14
21,-8,-35,27,6
22,4,-4,16,3
23,27,32,12,17
24,-28,16,5,2
25,13,6,25,7
26,32,1,30,10
27,-18,25,1,5
28,-10,-29,11,18
29,-19,22,10,3
30,16,-3,27,4
31,28,11,25,9
32,-12,-31,28,15
33,7,9,10,5
34,15,-32,5,18
35,-1,-35,12,18
