city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-25,43,11,1
3,-57,-36,2,3
4,11,19,6,13
5,-38,-20,66,4
6,-1,-56,9,20
7,36,-30,52,15
8,-50,3,12,32
9,-58,11,16,26
10,2,40,16,33
11,-48,-15,37,4
12,55,62,36,31
13,-23,-48,25,35
14,-32,-47,15,12
15,46,-11,14,31
16,-8,62,64,23
17,-14,-36,4,17
18,-2,46,55,13
19,58,46,3,16
20,-30,67,16,5
21,-13,9,35,32
22,-58,-42,48,16
23,2,21,12,15
24,-61,52,41,26
25,4,23,55,8
26,-68,-53,65,5
27,-20,37,31,35
28,62,-66,10,9
29,47,-18,5,16
30,-29,-22,8,10
31,-6,-12,31,27
32,22,-44,60,1
33,-11,-54,20,3
34,-46,33,27,30
35,-26,-56,35,33
36,32,44,68,24
37,46,-47,63,1
38,-48,-8,17,28
39,8,45,10,15
40,-56,-37,29,6
41,23,-49,10,4
42,53,56,32,32
43,-10,44,50,32
44,59,35,52,7
45,70,-15,44,21
46,60,7,13,5
47,29,53,13,23
48,-55,-59,2,18
49,62,36,7,25
50,-63,-36,56,7
51,26,-37,24,25
52,55,53,4,10
53,64,45,24,6
54,62,-22,37,14
55,-30,29,70,21
56,48,37,4,35
57,-33,-10,17,6
58,-45,4,32,31
59,27,3,55,19
60,67,51,14,11
61,43,63,28,35
62,10,22,28,1
63,-27,-58,12,32
64,36,-54,16,18
65,56,22,53,19
66,-30,31,11,11
67,34,55,47,13
68,-50,-49,35,5
69,-7,-60,30,15
70,18,-37,63,28
