city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,76,-83,652,72
3,-396,199,376,10
4,-168,-71,167,338
5,-337,47,692,284
6,429,-444,343,288
7,506,-230,76,249
8,172,-277,124,197
9,-523,-283,112,87
10,139,297,610,89
11,-153,-18,481,209
12,-51,537,594,75
13,-107,509,45,142
14,-691,-177,423,89
15,320,-491,471,305
16,-106,390,169,290
17,-567,-246,50,216
18,-329,49,68,290
19,-322,302,291,122
20,460,-66,48,254
21,502,677,194,251
22,338,-509,420,108
23,-131,-664,662,142
24,194,107,421,145
25,-235,555,520,375
26,70,-288,711,28
27,226,55,660,247
28,-676,137,548,185
29,736,223,461,321
30,710,-207,264,362
31,-349,266,379,356
32,665,-654,276,61
33,62,-562,60,159
34,-129,524,5,172
35,-353,580,224,89
36,-100,381,731,356
37,-417,-297,113,194
38,474,-562,727,167
39,207,467,140,151
40,-713,-550,584,57
41,-177,611,128,348
42,3,269,585,346
43,-132,14,9,73
44,216,-402,654,193
45,224,-497,129,50
46,488,-476,387,42
47,495,416,548,99
48,211,-550,9,308
49,-559,221,734,52
50,142,-176,688,227
51,478,229,672,317
52,-25,-306,605,15
53,-556,-353,447,121
54,51,547,151,159
55,139,-373,9,321
56,-691,-441,76,179
57,-134,-399,588,197
58,109,-468,483,160
59,533,-358,50,277
60,623,165,717,160
61,-411,4,2,133
62,575,429,596,160
63,724,-618,616,262
64,-275,716,11,318
65,-633,-150,90,127
66,-697,-533,83,202
67,-155,-651,740,40
68,196,-484,354,232
69,735,334,165,298
70,234,208,511,25
71,-347,-541,655,261
72,-27,340,70,19
73,499,444,300,347
74,-653,-750,361,10
75,-395,-600,426,173
76,555,591,741,69
77,282,671,746,55
78,-470,-470,44,309
79,434,461,395,191
80,274,129,491,110
81,436,288,749,177
82,434,-514,682,331
83,496,-217,473,28
84,-32,-639,745,164
85,-172,136,114,353
86,626,-670,179,307
87,-110,8,662,50
88,565,-79,13,79
89,707,-482,290,316
90,-227,97,310,60
91,574,-484,697,120
92,234,82,741,229
93,295,413,392,260
94,-139,-617,108,187
95,149,721,18,345
96,-166,-276,281,225
97,-176,-310,171,224
98,-42,710,431,73
99,-144,-320,421,290
100,337,-54,567,130
101,-411,545,318,361
102,-110,7,496,190
103,-590,614,395,132
104,-401,119,564,239
105,690,-12,474,33
106,735,693,417,127
107,688,118,120,126
108,-281,620,322,298
109,-696,-449,234,104
110,-652,-490,331,335
111,722,697,439,241
112,-224,291,65,368
113,-457,-206,90,105
114,410,-357,534,95
115,-248,-677,573,92
116,-226,613,178,321
117,630,589,232,329
118,-328,257,690,11
119,-41,-603,512,115
120,629,-747,417,235
121,649,45,498,370
122,243,-482,365,77
123,627,-13,191,60
124,370,-24,584,183
125,209,-453,603,252
126,-61,-476,685,218
127,-115,-257,624,134
128,-352,-630,80,356
129,-29,560,671,72
130,708,544,93,223
131,337,255,138,331
132,-667,-241,668,204
133,-429,-16,434,185
134,36,618,741,201
135,113,-360,360,78
136,-439,332,742,241
137,-560,-117,682,228
138,304,563,112,28
139,-101,-500,204,262
140,417,31,447,93
141,466,-424,53,247
142,-640,-489,739,146
143,-385,-707,217,17
144,-287,-58,43,151
145,-685,666,107,248
146,224,68,266,138
147,76,635,404,139
148,406,101,294,220
149,-582,-666,638,174
150,702,-123,326,117
151,-145,-429,98,336
152,-478,506,658,174
153,499,102,420,306
154,42,226,230,133
155,386,-546,135,24
156,-666,-23,608,208
157,-217,-750,56,205
158,-735,392,622,185
159,75,-95,486,222
160,339,-347,293,25
161,547,606,158,133
162,138,-563,391,209
163,245,-302,11,249
164,-256,199,122,326
165,-614,-57,332,83
166,684,679,712,10
167,105,734,255,365
168,-585,188,636,39
169,-478,739,544,134
170,-694,184,128,98
171,546,-201,733,179
172,-483,-233,83,221
173,705,122,544,31
174,665,722,190,54
175,221,-280,488,56
176,653,545,159,360
177,77,-624,259,261
178,690,431,71,106
179,-164,469,93,331
180,165,242,31,220
181,-574,87,260,300
182,-494,84,16,323
183,-177,123,45,164
184,339,-412,112,368
185,-385,424,479,75
186,494,654,41,41
187,-591,-742,487,18
188,-710,122,601,331
189,-502,-601,259,175
190,180,114,380,83
191,-534,-382,147,227
192,-11,-728,644,265
193,-246,-113,458,309
194,-89,-487,392,29
195,28,-657,80,250
196,-292,420,228,226
197,-447,544,377,258
198,-43,-672,577,258
199,-520,-670,50,218
200,96,-719,587,18
201,-182,383,101,177
202,-249,208,155,21
203,-704,-566,287,53
204,103,573,253,38
205,594,-291,592,371
206,223,338,95,145
207,505,667,500,363
208,-601,-14,304,74
209,-354,748,337,234
210,247,346,258,83
211,-653,204,124,366
212,115,-490,601,277
213,-106,-238,689,72
214,-624,722,719,346
215,153,-455,11,175
216,-747,732,455,369
217,-232,-230,142,197
218,-463,-622,404,8
219,394,-717,116,149
220,-458,732,102,254
221,-321,499,317,151
222,624,518,680,23
223,508,387,569,304
224,75,-151,574,266
225,-743,-443,682,302
226,419,377,687,80
227,-286,523,219,70
228,-68,308,458,366
229,-413,-278,571,35
230,742,630,676,240
231,436,307,389,321
232,-9,671,296,65
233,449,-730,516,23
234,525,-125,575,328
235,-206,-395,122,80
236,659,-19,424,202
237,-81,-26,207,302
238,211,-409,480,257
239,448,-443,293,301
240,-600,-469,673,91
241,411,655,137,89
242,119,-45,530,289
243,-67,382,563,19
244,381,0,567,38
245,1,-153,327,88
246,-283,-325,389,338
247,-329,700,545,103
248,-323,-69,575,283
249,-222,14,548,33
250,682,-455,399,67
251,-28,152,73,303
252,-491,-215,382,302
253,516,528,544,274
254,100,-550,484,31
255,-475,-368,556,298
256,142,43,423,122
257,-138,-31,386,334
258,-409,-608,439,35
259,243,-715,487,302
260,-657,-123,748,1
261,498,-585,141,139
262,-146,-472,497,124
263,692,-455,454,294
264,108,-598,164,272
265,-275,-511,343,122
266,743,-481,347,318
267,476,322,428,164
268,298,38,213,253
269,596,-735,74,4
270,173,100,409,317
271,182,-39,219,58
272,520,-338,552,188
273,178,169,403,276
274,387,378,237,45
275,537,-658,185,168
276,505,548,417,142
277,-522,274,338,191
278,-419,-145,469,100
279,-619,-726,317,92
280,399,-372,391,101
281,-313,-134,506,46
282,570,345,242,351
283,-618,-78,543,224
284,-712,-264,716,214
285,320,240,629,102
286,689,-647,577,366
287,-467,-211,648,354
288,-376,-178,333,248
289,614,-150,230,183
290,573,-209,714,279
291,10,539,168,188
292,640,443,175,151
293,338,-460,217,216
294,277,332,130,227
295,-258,-317,580,13
296,-290,17,689,296
297,396,-375,434,174
298,427,489,159,282
299,-311,-83,566,372
300,313,713,346,1
301,187,747,185,208
302,379,276,227,54
303,-503,-670,633,373
304,303,440,495,254
305,497,190,223,323
306,-432,537,138,372
307,-481,562,562,264
308,-557,-669,593,261
309,445,-579,669,56
310,318,-165,54,145
311,-338,97,137,40
312,19,722,675,8
313,476,556,455,287
314,-61,529,71,183
315,445,-645,528,325
316,-300,149,336,196
317,196,499,297,51
318,154,-7,104,262
319,-456,381,718,4
320,-104,232,194,338
321,169,625,520,331
322,344,-63,599,320
323,201,6,287,28
324,-179,-359,488,319
325,484,-410,177,290
326,-199,-612,102,157
327,-413,-522,665,245
328,-108,527,476,173
329,487,-573,108,71
330,629,-371,300,110
331,80,692,628,8
332,372,-229,670,242
333,-403,499,647,94
334,-205,-480,109,354
335,134,108,160,149
336,-281,-638,37,286
337,644,-523,503,8
338,-556,-395,33,162
339,151,381,153,151
340,-686,-346,622,328
341,712,456,77,228
342,62,23,638,52
343,671,160,253,156
344,-491,139,184,87
345,20,-426,92,146
346,-117,89,272,255
347,118,532,726,257
348,-719,-54,164,126
349,-674,-312,169,123
350,369,-491,303,199
351,736,729,55,59
352,428,708,482,226
353,548,34,18,156
354,211,572,471,153
355,-459,-614,135,70
356,-7,-271,145,204
357,-239,-166,180,110
358,-472,177,9,90
359,-109,137,365,247
360,12,443,463,36
361,343,-721,698,149
362,-637,-558,582,270
363,291,-290,353,157
364,392,-373,583,220
365,477,178,594,57
366,-438,681,114,40
367,-249,-517,307,319
368,-318,33,745,373
369,710,-680,199,325
370,349,-396,461,199
371,-628,-40,741,231
372,-193,-452,211,90
373,-170,194,84,319
374,325,571,367,94
375,415,-654,618,63
376,-482,479,266,57
377,513,-508,571,283
378,-142,-86,145,284
379,705,282,226,74
380,88,408,225,147
381,-189,411,730,286
382,272,520,689,73
383,499,354,424,185
384,605,-734,716,335
385,399,15,474,79
386,-46,1,207,143
387,638,528,6,223
388,208,-230,416,41
389,148,-538,224,59
390,-495,-574,257,269
391,618,338,24,261
392,413,475,351,327
393,265,4,142,39
394,549,-457,6,182
395,-439,-77,744,2
396,96,671,514,45
397,503,-504,580,141
398,-174,418,415,263
399,697,497,581,61
400,599,-410,723,193
401,-186,134,485,247
402,445,508,54,100
403,320,75,640,276
404,281,-124,321,182
405,-12,-53,40,57
406,-433,682,131,328
407,370,154,271,326
408,-131,-611,366,226
409,-353,-263,259,193
410,-713,177,513,348
411,458,-300,325,36
412,-738,-18,678,312
413,486,219,13,238
414,287,-366,341,12
415,-703,-271,224,263
416,127,230,437,317
417,-117,-629,464,314
418,264,56,47,208
419,-97,-208,26,158
420,723,636,179,269
421,201,-429,342,335
422,-177,706,722,144
423,-170,-324,747,88
424,-461,-455,598,312
425,688,-225,439,97
426,-60,452,121,93
427,-616,165,44,35
428,-228,523,52,270
429,722,-744,403,362
430,-304,-155,89,153
431,731,-522,119,320
432,-615,-657,188,26
433,-519,-279,238,296
434,250,-28,310,270
435,-270,-715,378,100
436,461,-174,638,225
437,546,267,411,150
438,493,255,515,75
439,368,22,614,91
440,685,-183,393,208
441,-33,471,208,64
442,-406,-238,28,316
443,746,-595,64,240
444,307,-111,47,330
