city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-212,-42,295,125
3,186,-267,232,161
4,-9,-206,298,99
5,-108,-41,92,2
6,276,-160,245,80
7,-87,-109,292,98
8,-163,265,202,44
9,166,241,258,38
10,-278,293,160,53
11,31,-1,165,167
12,-248,-270,268,68
13,67,115,272,66
14,267,16,16,154
15,-154,-5,204,116
16,125,72,341,58
17,162,137,213,52
18,178,-339,121,40
19,228,112,148,57
20,-240,141,125,136
21,55,269,200,112
22,-170,-33,224,10
23,198,272,108,164
24,-207,-179,129,108
25,-255,79,295,67
26,-191,-223,33,65
27,-233,-281,71,154
28,168,122,73,169
29,36,-276,13,24
30,74,46,80,35
31,-198,-319,139,174
32,85,-113,214,154
33,85,-128,170,3
34,-311,-85,25,167
35,-266,96,259,97
36,169,-184,156,127
37,-280,-281,257,117
38,-59,-26,196,73
39,-42,-40,192,122
40,282,184,161,120
41,149,44,224,18
42,-131,110,255,128
43,73,-257,196,80
44,105,345,100,21
45,-126,329,37,16
46,-280,226,327,31
47,-275,-249,336,25
48,190,-185,76,167
49,-196,236,12,31
50,201,133,333,170
51,54,66,154,113
52,-55,98,223,38
53,222,225,194,151
54,220,126,18,33
55,134,148,247,118
56,-96,-218,55,82
57,-31,5,224,108
58,-43,122,94,14
59,36,193,180,32
60,-42,-294,210,94
61,-199,304,234,150
62,-201,-312,234,99
63,120,-55,310,85
64,-246,-303,348,13
65,293,125,247,109
66,35,262,58,95
67,174,330,155,115
68,120,339,278,74
69,307,-81,81,142
70,350,-131,194,122
71,-47,-60,154,88
72,-8,215,35,114
73,-151,260,324,141
74,339,-15,125,80
75,-290,-77,79,41
76,-158,-79,119,108
77,104,242,148,8
78,268,-277,154,1
79,-79,-234,173,103
80,145,170,149,133
81,73,270,149,23
82,44,-55,146,50
83,-284,188,283,47
84,216,-306,33,88
85,293,-99,214,43
86,267,-289,40,65
87,64,-45,245,99
88,-18,-109,126,31
89,-25,-198,120,54
90,-116,-174,241,149
91,-296,-94,170,84
92,103,320,48,131
93,46,-254,27,158
94,209,-95,165,10
95,-50,-232,241,93
96,-310,-208,151,55
97,31,301,274,115
98,-224,-310,91,121
99,-100,339,282,143
100,-75,82,298,89
101,297,37,115,125
102,331,300,61,87
