city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-611,880,705,434
3,-226,-371,495,332
4,634,166,725,422
5,860,-280,40,92
6,801,592,26,45
7,556,-265,856,438
8,764,48,678,398
9,-137,697,527,372
10,183,-500,196,230
11,779,-339,649,164
12,-732,-740,647,56
13,920,22,77,124
14,603,181,697,114
15,770,-338,550,4
16,138,194,929,4
17,12,-915,480,293
18,913,-589,260,415
19,-397,-660,1,136
20,-660,843,941,419
21,-182,-350,851,460
22,303,514,13,153
23,507,-730,218,4
24,-378,-375,55,211
25,-89,357,376,48
26,-751,-659,381,37
27,472,-768,87,440
28,-235,-814,889,159
29,610,442,502,152
30,-239,439,50,343
31,-686,-169,338,65
32,-862,-840,490,288
33,118,-563,659,132
34,449,-271,814,161
35,808,949,866,9
36,-619,-304,83,234
37,-790,-438,454,461
38,-329,277,793,77
39,-595,-696,915,258
40,648,71,97,5
41,23,372,373,439
42,-925,941,262,104
43,-694,-239,936,23
44,264,605,76,338
45,-73,-46,739,290
46,-88,-378,680,226
47,68,-902,59,445
48,-205,-601,96,193
49,663,669,631,192
50,263,138,51,118
51,-329,-808,646,52
52,-660,546,333,296
53,448,-133,345,116
54,874,-870,248,412
55,-115,411,179,366
56,-362,737,726,263
57,-226,-140,192,178
58,-185,367,909,233
59,919,-250,934,79
60,502,-506,642,452
61,-777,-706,167,267
62,655,-373,295,474
63,-472,325,119,342
64,-469,-584,636,15
65,593,-432,109,457
66,-289,106,261,275
67,-777,-772,828,268
68,502,739,222,290
69,147,70,330,360
70,-469,-259,389,334
71,-434,-549,287,341
72,493,-421,801,100
73,-932,755,86,473
74,-625,251,654,22
75,809,673,93,181
76,586,132,808,274
77,-754,-552,243,70
78,942,884,474,40
79,-744,-113,447,315
80,-845,-254,364,435
81,474,-366,945,171
82,-98,152,190,38
83,944,-577,857,309
84,-559,713,819,358
85,171,938,886,162
86,-861,-851,791,444
87,502,824,704,147
88,-182,-259,709,431
89,-591,94,341,408
90,407,150,855,106
91,745,-760,361,273
92,108,-119,229,424
93,-126,223,882,67
94,488,-753,764,395
95,162,-60,757,349
96,-190,-340,194,403
97,-294,-410,38,204
98,-532,-1,96,152
99,-673,-599,7,421
100,552,367,841,164
101,329,740,850,386
102,-35,498,884,156
103,-265,-453,571,49
104,-522,345,790,147
105,400,-21,424,305
106,351,468,97,34
107,-760,-872,716,225
108,-271,6,619,379
109,95,790,602,231
110,-900,-820,88,295
111,645,616,669,133
112,-207,-702,739,154
113,814,-591,751,38
114,601,600,465,130
115,-914,-663,879,187
116,-467,-251,272,14
117,-402,310,850,81
118,-752,-927,869,304
119,300,357,141,18
120,75,-474,63,112
121,-172,867,539,21
122,-11,385,559,232
123,939,337,219,104
124,119,274,438,370
125,-706,126,643,132
126,-780,-691,309,55
127,47,-452,279,38
128,778,-298,305,337
129,569,203,129,10
130,72,-506,671,248
131,-735,878,253,371
132,-622,-196,134,58
133,856,380,148,265
134,-34,-502,420,174
135,324,699,777,326
136,32,-75,835,89
137,32,-714,736,444
138,-682,-191,517,322
139,-894,-777,70,349
140,-789,-122,329,458
141,929,497,325,422
142,125,-814,730,291
143,342,-61,869,433
144,-517,-72,948,163
145,203,-118,321,218
146,685,-405,373,263
147,148,-30,943,99
148,329,498,546,21
149,150,-399,308,87
150,-588,-740,932,208
151,29,-819,119,456
152,-123,853,85,141
153,488,-485,654,55
154,531,660,31,328
155,886,-788,246,444
156,450,-564,391,376
157,866,-173,912,52
158,108,-459,270,439
159,-39,565,938,26
160,-774,126,706,124
161,730,-917,448,329
162,472,12,529,115
163,-705,64,91,102
164,882,326,949,116
165,-711,723,929,70
166,-302,-671,901,457
167,409,-632,220,325
168,395,-738,758,353
169,352,325,846,111
170,-884,325,849,179
171,-392,315,384,61
172,924,-891,940,273
173,-829,693,138,74
174,-881,-331,870,81
175,-772,-152,867,85
176,-383,110,683,80
177,-809,-858,801,347
178,-889,-608,673,241
179,91,-512,57,428
180,-317,39,390,351
181,-554,565,335,187
182,-159,-14,87,464
183,890,-170,482,277
184,731,335,68,127
185,-14,862,404,31
186,597,219,16,387
187,499,576,839,100
188,17,762,50,218
189,54,-928,255,436
190,877,446,508,309
191,-60,625,415,85
192,150,-171,799,16
193,-772,397,10,12
194,-419,-842,899,462
195,255,-723,185,429
196,871,-840,209,401
197,-317,-353,655,321
198,-124,803,507,144
199,-628,880,769,424
200,-395,-277,676,384
201,4,500,891,111
202,806,422,731,86
203,-671,-521,618,158
204,883,-290,823,432
205,-216,-396,655,300
206,-15,-639,878,291
207,-597,-182,338,318
208,646,736,719,105
