city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,50,-14,20,34
3,8,78,4,13
4,-82,-85,42,6
5,22,-43,9,16
6,-62,-18,79,11
7,26,-28,37,32
8,32,-3,50,8
9,-64,31,1,30
10,-84,78,54,8
11,80,35,81,42
12,89,61,73,31
13,40,26,18,32
14,-74,-53,86,12
15,2,5,58,44
16,62,78,31,4
17,-43,-13,10,25
18,-37,-65,63,43
19,-46,23,82,40
20,26,-61,49,25
21,14,-30,65,34
22,65,-5,62,18
23,88,33,15,10
24,-15,-77,57,25
25,-53,-64,61,9
26,2,-65,65,28
27,24,-71,42,40
28,29,-85,86,33
29,-24,-15,50,33
30,-88,65,30,32
31,37,-23,65,36
32,28,90,68,1
33,54,-90,75,9
34,-73,-49,54,24
35,-24,-5,14,39
36,-1,70,62,4
37,47,9,63,7
38,67,-76,18,2
39,7,5,23,12
40,-57,-57,65,9
41,23,-31,68,28
42,-90,83,18,39
43,-55,66,59,19
44,1,1,54,9
45,10,-17,49,25
46,-46,-54,50,44
47,47,63,61,33
48,36,-81,82,16
49,42,11,74,33
50,20,57,30,43
51,-52,-7,5,20
52,-17,73,41,6
53,-82,13,8,29
54,44,-80,48,20
55,53,-33,81,2
56,-3,-85,65,15
57,-40,-87,69,15
58,-34,-74,85,21
59,57,-14,18,45
60,20,-47,83,33
61,-14,-74,36,32
62,-55,17,51,42
63,-63,68,75,21
64,-31,34,18,23
65,-20,-32,81,25
66,84,-17,58,6
67,40,57,84,10
68,67,-62,23,33
69,73,-56,59,26
70,60,81,72,1
71,-30,-86,55,34
72,-12,-61,38,32
73,-44,2,75,22
74,-42,39,32,40
75,-68,15,73,6
76,-47,-69,33,30
77,-51,-75,62,21
78,-49,-55,68,4
79,-8,-77,62,33
80,82,69,15,13
81,34,-54,78,39
82,1,41,11,42
83,-64,-22,79,26
84,-13,34,29,40
85,43,66,61,32
86,-46,54,9,5
87,-56,62,9,3
88,-11,-83,3,36
89,33,2,18,28
90,-72,17,64,17
