city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-33,10,24,31
3,31,-21,45,20
4,56,54,64,19
5,19,29,51,36
6,-40,-32,59,12
7,-33,-68,62,18
8,69,47,47,32
9,-36,-2,33,10
10,21,-26,66,22
11,58,-54,58,25
12,0,-36,61,1
13,31,-20,8,20
14,-5,-7,59,1
15,-55,53,42,14
16,46,-50,19,32
17,74,-4,48,37
18,-43,-10,67,35
19,63,-46,61,33
20,-48,-34,47,5
21,-42,-5,15,12
22,46,-42,16,20
23,17,-63,54,17
24,75,61,73,17
25,-60,-73,74,18
26,-38,-3,70,37
27,-37,10,20,18
28,-69,-68,34,37
29,-52,41,66,32
30,15,54,65,14
31,0,-45,33,10
32,71,-60,68,28
33,57,60,7,30
34,3,-51,67,9
35,-59,9,15,13
36,39,-5,47,37
37,-56,29,39,25
38,17,-19,22,2
39,44,14,74,21
40,-1,-46,71,9
41,-36,6,18,26
42,-4,-70,1,12
43,42,-5,27,33
44,-67,-6,74,12
45,46,20,59,17
46,53,-65,49,12
47,-5,64,48,33
48,75,18,26,36
49,69,22,63,1
50,14,-9,14,37
51,5,-67,4,15
52,-69,8,52,38
53,75,-28,27,38
54,64,-55,64,27
55,-14,-36,4,32
56,-19,52,55,13
57,-30,-8,10,33
58,1,-6,74,8
59,13,-42,69,32
60,74,43,32,15
61,-48,-49,1,3
62,-50,65,8,32
63,38,68,4,7
64,-29,66,61,29
65,-1,8,40,11
66,-50,73,13,3
67,-69,-4,70,7
68,1,-43,61,27
69,-27,-57,75,29
70,-30,18,67,2
71,-17,28,71,33
72,19,34,7,24
73,-9,-68,17,32
74,7,44,58,8
75,-19,25,26,36
