city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,34,-10,139,69
3,100,60,129,37
4,-80,62,47,33
5,-110,-44,98,52
6,36,-6,127,48
7,-87,114,78,52
8,-16,54,85,45
9,-46,7,130,48
10,-96,31,80,27
11,87,-26,130,1
12,109,-136,102,3
13,-62,52,101,68
14,-6,53,72,31
15,138,-5,96,5
16,59,-11,82,60
17,-117,-58,123,68
18,134,-56,104,20
19,96,-15,12,10
20,-117,-104,51,4
21,25,29,48,47
22,-75,3,139,9
23,87,76,52,55
24,138,35,106,15
25,-17,72,58,23
26,-69,30,57,12
27,83,-137,100,39
28,134,24,64,27
29,-21,77,110,5
30,-7,-72,64,60
31,11,72,135,12
32,82,104,3,12
33,28,52,123,9
34,-132,-55,43,64
35,109,27,112,30
36,-88,79,97,63
37,-84,-27,48,59
38,-42,-59,23,33
39,-85,-44,118,25
40,74,27,138,9
41,91,-46,89,33
42,-130,57,124,27
43,-19,-78,120,12
44,-64,-65,47,40
45,-46,-32,124,1
46,-51,61,111,28
47,-67,-49,4,62
48,114,99,122,30
49,21,4,17,14
50,-70,121,76,48
51,104,71,8,16
52,-87,30,74,57
53,28,-80,71,44
54,64,97,26,58
55,-75,-127,11,30
56,107,-73,77,40
57,-134,-8,122,22
58,51,108,9,68
59,36,-118,19,59
60,-38,-72,125,17
61,103,-45,28,16
62,-65,-107,48,1
63,80,-108,124,50
64,-92,81,19,4
65,-60,77,95,44
66,-97,133,108,40
67,47,89,61,38
68,-114,126,53,49
69,86,-26,44,18
70,7,-118,109,22
71,-24,45,71,49
72,108,7,65,45
73,115,-96,131,15
74,126,-126,120,54
75,-72,19,111,68
76,10,-24,100,1
77,-68,-138,25,41
78,100,110,71,24
79,38,18,16,38
80,117,131,33,68
81,118,95,100,33
82,75,-73,17,50
83,-7,-94,76,68
84,-44,-53,75,41
85,-49,-38,63,51
86,-126,-109,8,30
87,-68,-113,117,35
88,37,42,68,21
89,112,-2,17,31
90,127,-53,25,67
91,100,130,36,47
92,7,119,65,19
93,112,-73,102,34
94,-41,64,8,5
95,137,-21,17,55
96,83,71,43,6
97,-36,-98,113,70
98,61,-119,90,48
99,-83,-82,60,44
100,14,106,2,30
101,-72,3,72,14
102,18,-83,83,58
103,83,-134,74,69
104,28,128,76,27
105,-110,-92,138,5
106,-73,-35,132,53
107,76,26,27,55
108,35,127,47,24
109,-99,43,97,62
110,55,-83,35,26
111,-61,-87,140,27
112,75,77,72,1
113,20,-47,129,11
114,-60,-52,104,60
115,30,-111,112,32
116,-71,-56,126,40
117,-107,-98,19,50
118,96,-108,29,22
119,39,-108,112,44
120,121,75,93,18
121,72,-2,68,29
122,-14,127,108,12
123,88,-47,123,48
124,55,-18,107,49
125,-44,-87,54,64
126,100,-117,50,20
127,51,-138,86,22
128,88,-83,40,37
129,128,111,27,38
130,-6,-100,39,10
131,73,-55,72,19
132,52,119,5,43
133,92,127,36,26
134,-81,107,133,51
135,-132,49,78,8
136,-45,-25,125,54
137,-32,-96,55,46
138,99,-59,137,26
139,-70,-106,125,55
140,-46,30,102,5
