city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,141,159,154,42
3,148,-193,16,35
4,18,-26,12,87
5,84,142,138,78
6,-156,61,141,83
7,-138,-134,141,43
8,-4,142,73,12
9,-50,12,170,43
10,-71,-1,16,59
11,182,53,3,71
12,-186,6,22,48
13,15,188,89,88
14,100,81,65,26
15,191,-100,71,43
16,-52,30,63,59
17,154,89,25,44
18,191,192,43,46
19,-77,-98,69,72
20,32,-101,178,91
21,-44,-3,140,53
22,61,48,44,86
23,-145,-150,2,10
24,4,107,133,61
25,126,23,113,28
26,-12,123,42,12
27,-148,21,152,69
28,93,20,110,28
29,-105,-32,68,84
30,-80,-87,80,12
31,143,-4,106,31
32,194,31,148,69
33,61,-153,136,7
34,119,-170,58,9
35,-2,122,151,3
36,-183,55,105,84
37,61,-154,88,97
38,171,47,11,17
39,107,-98,64,86
40,183,-153,39,82
41,-87,186,104,83
42,44,123,154,2
43,10,-4,190,92
44,142,-171,25,58
45,-85,-46,17,84
46,56,-4,177,36
47,128,-118,26,97
48,-185,-70,112,64
49,-160,191,76,23
50,41,167,84,40
51,1,169,106,42
52,-114,-89,129,1
53,21,-186,13,23
54,-183,78,28,67
55,87,111,9,11
56,-33,-15,40,80
57,157,22,144,50
58,-193,-93,169,19
59,146,-8,78,29
60,-153,192,4,77
61,-59,-3,137,90
62,-49,50,142,19
63,88,191,166,94
64,-189,-132,74,77
65,139,-155,161,46
66,-15,-43,105,14
67,-155,180,169,70
68,195,-3,185,79
69,-153,-105,63,16
70,173,-118,138,34
71,173,-162,158,95
72,-133,-170,124,19
73,-106,32,148,97
74,194,74,46,75
75,-139,14,165,93
76,44,-176,17,35
77,-92,-142,142,57
78,21,108,59,69
79,-69,-25,134,91
80,-159,127,181,92
81,71,-111,183,91
82,-61,175,29,16
83,-64,146,192,41
84,-39,-71,21,98
85,-169,94,50,47
86,158,-194,100,68
87,169,-130,92,51
88,-97,63,144,25
89,-22,68,80,39
90,126,139,137,93
91,141,192,76,83
92,179,189,144,36
93,-11,-129,21,79
94,93,-27,120,88
95,181,-109,19,77
96,10,-172,164,81
97,101,128,13,1
98,-154,2,75,83
99,79,143,43,54
100,89,125,110,19
101,-110,159,91,31
102,-153,-129,47,96
103,47,-29,41,80
104,-80,139,99,59
105,-49,162,19,58
106,35,185,75,17
107,-165,-33,139,90
108,-91,96,158,62
109,-95,168,64,38
110,-175,67,169,19
111,32,78,32,84
112,-57,-111,180,64
113,-57,123,108,88
114,-94,-191,36,35
115,49,95,99,68
116,-87,-54,96,40
117,-93,140,119,97
118,167,119,173,11
119,-71,193,140,91
120,-63,26,153,83
121,-49,74,73,42
122,47,48,6,72
123,-8,36,17,75
124,44,165,140,33
125,50,-157,54,32
126,-19,-43,56,90
127,-54,134,85,54
128,-83,113,34,26
129,96,118,19,58
130,-171,-183,21,53
131,77,121,188,35
132,48,126,152,29
133,158,-76,63,48
134,-156,-132,108,23
135,174,53,192,63
136,-131,167,139,76
137,93,58,156,45
138,24,140,60,43
139,77,-160,25,54
140,70,31,4,72
141,-135,165,173,22
142,42,81,104,97
143,-120,-129,188,38
144,-49,138,55,39
145,-137,135,84,28
146,-182,104,17,13
147,62,100,55,77
148,-112,-110,167,80
149,50,131,10,50
150,73,143,77,78
151,-156,28,139,50
152,-105,-73,80,76
153,-128,179,92,83
154,174,-71,72,67
155,109,89,43,52
156,-171,15,78,29
157,125,-51,11,44
158,-189,-117,59,79
159,174,44,174,2
160,-47,-177,69,67
161,109,-63,6,74
162,88,165,117,69
163,-74,12,175,32
164,71,-8,7,64
165,-113,97,189,84
166,-118,16,121,48
167,-15,-138,168,58
168,-144,187,155,94
169,-138,120,160,31
170,79,3,145,14
171,-23,194,5,9
172,42,-170,186,58
173,36,-173,71,47
174,65,186,28,94
175,170,-24,24,53
176,-168,116,109,64
177,101,5,55,46
178,-153,132,70,77
179,-177,-18,110,19
180,135,130,51,98
181,128,-123,77,59
182,-181,110,88,95
183,101,-37,97,54
184,-44,-171,39,67
185,48,126,113,2
186,115,-151,95,66
187,-190,-19,112,38
188,-175,26,181,92
189,129,-48,113,9
190,151,-113,4,49
191,-15,32,135,28
192,23,-158,73,74
193,9,-108,46,54
194,120,-124,188,54
195,-172,41,75,86
