city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-10,29,31,8
3,17,-34,17,7
4,55,-12,32,1
5,-46,25,9,10
6,-25,-29,39,18
7,21,5,40,8
8,-55,44,31,11
9,-53,10,20,2
10,-38,-41,51,27
11,35,37,56,24
12,-2,3,20,18
13,-9,31,11,16
14,46,-18,13,14
15,-4,-20,50,28
16,-1,18,57,24
17,40,48,42,1
18,56,-3,34,4
19,-10,-24,2,21
20,-18,-41,45,26
21,-49,47,12,12
22,21,-41,32,22
23,-29,27,32,22
24,-36,-3,16,13
25,-50,-18,41,1
26,-13,-53,16,2
27,9,44,11,17
28,12,26,28,28
29,30,36,6,19
30,32,-23,39,24
31,55,-22,10,1
32,44,50,9,12
33,-19,-8,26,24
34,37,39,52,23
35,10,56,8,23
36,-37,-22,27,23
37,-57,-13,54,21
38,-44,-25,57,20
39,32,-4,41,10
40,-34,21,34,14
41,35,-30,21,5
42,-34,-51,32,11
43,-13,-33,24,9
44,-54,-27,9,27
45,-50,35,45,24
46,-52,-23,8,3
47,47,-23,10,24
48,-36,13,16,23
49,-13,-50,50,8
50,-56,34,2,20
51,51,-37,34,2
52,-27,13,38,17
53,2,43,27,1
54,43,-38,39,6
55,-26,30,39,10
56,-21,26,46,10
57,35,18,28,5
