city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,27,-18,25,1
3,-32,-15,11,14
4,-33,-15,13,7
5,-2,10,5,9
6,-6,20,3,13
7,-21,-19,2,3
8,6,22,23,16
9,2,28,20,6
10,-9,6,31,6
11,-12,-7,30,16
12,-8,14,22,16
13,30,18,23,4
14,-29,-14,1,1
15,-29,14,21,13
16,12,-24,22,5
17,24,-5,21,9
18,2,8,3,12
19,-20,6,29,10
20,33,19,27,13
21,-21,-7,2,9
22,24,-19,16,3
23,20,-16,5,4
24,21,31,17,3
25,21,19,31,6
26,-23,-14,9,10
27,-23,9,15,13
28,27,-31,12,4
29,23,33,31,3
30,-15,-23,30,10
31,29,-22,18,4
32,18,-28,28,4
33,-12,-24,1,2
