city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,23,-70,58,39
3,-11,-87,85,25
4,-46,-77,63,28
5,-77,62,87,29
6,-35,-55,44,4
7,-73,-19,3,31
8,60,30,5,31
9,78,23,4,41
10,-66,71,19,9
11,93,-7,88,44
12,28,72,52,7
13,-63,60,56,2
14,3,87,56,29
15,-16,19,39,36
16,-66,-25,2,18
17,-55,-63,72,33
18,24,19,65,1
19,-42,-33,14,22
20,92,-41,9,31
21,18,-7,59,27
22,80,-23,17,25
23,-65,-6,4,24
24,-89,26,86,32
25,-52,-26,1,35
26,-91,-14,8,14
27,-74,19,31,12
28,29,33,90,31
29,-19,-34,86,31
30,77,-39,93,25
31,15,86,70,8
32,40,-90,73,18
33,-61,82,80,11
34,21,-67,2,22
35,49,65,19,35
36,-78,86,78,42
37,-90,-51,72,7
38,71,37,87,37
39,-17,-10,15,23
40,-61,-24,64,16
41,-29,-77,8,32
42,35,21,91,23
43,73,18,71,27
44,42,83,37,31
45,-24,52,43,45
46,-51,35,50,19
47,-66,-92,85,24
48,90,43,22,6
49,52,-43,80,13
50,21,-68,79,38
51,-80,-55,46,18
52,92,-19,22,39
53,10,-54,21,25
54,-90,-74,5,21
55,-73,31,24,22
56,29,84,84,39
57,60,12,52,23
58,22,57,56,27
59,78,-78,56,29
60,44,-76,21,29
61,47,-62,86,21
62,69,-10,74,19
63,44,-19,42,22
64,2,77,54,45
65,62,-56,64,41
66,-35,17,91,32
67,89,16,71,12
68,47,40,41,40
69,-53,41,52,36
70,24,55,69,14
71,-90,-16,50,36
72,11,39,26,15
73,-85,-83,4,16
74,-77,16,77,36
75,10,23,79,8
76,30,8,93,18
77,-8,-53,16,46
78,-32,-4,2,41
79,71,-7,89,14
80,-20,-63,77,21
81,26,51,88,28
82,54,18,91,2
83,-44,-36,72,22
84,-63,-39,1,43
85,-93,33,36,40
86,24,57,87,9
87,-4,10,57,16
88,21,54,63,8
89,28,49,30,32
90,-26,-30,64,13
91,86,-79,58,14
92,-87,87,74,33
93,57,-48,71,44
