city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-97,-160,221,24
3,93,-108,5,45
4,-21,-109,191,65
5,152,207,167,14
6,26,-18,230,121
7,109,-224,54,109
8,236,-47,70,109
9,30,-75,26,5
10,238,-96,6,37
11,-249,-9,175,118
12,-42,-92,211,8
13,206,143,56,85
14,-110,85,89,30
15,244,70,229,113
16,-131,98,127,122
17,-74,84,132,88
18,-127,-122,81,42
19,-84,40,180,54
20,-54,240,4,103
21,-215,183,73,95
22,123,-245,36,24
23,-188,230,172,13
24,-217,129,106,91
25,-39,-219,195,29
26,-75,-155,200,109
27,240,-171,162,114
28,6,100,190,8
29,120,-83,128,15
30,-165,142,100,41
31,107,-169,176,24
32,-136,-77,195,18
33,-135,-105,64,25
34,51,-168,137,112
35,193,221,209,117
36,97,-198,172,34
37,-65,187,91,51
38,128,-147,193,87
39,-235,135,64,35
40,-57,91,127,120
41,206,-227,52,65
42,23,81,121,52
43,70,192,249,121
44,67,212,249,64
45,85,87,152,15
46,-124,59,65,104
47,164,-135,231,1
48,-31,226,42,82
49,65,-97,26,58
50,1,208,57,52
51,247,234,211,16
52,-151,-127,78,38
53,-49,-74,201,110
54,14,-169,23,100
55,173,75,115,5
56,-137,-2,21,124
57,-240,12,30,44
58,201,220,170,12
59,207,-201,207,80
60,-193,245,232,52
61,-161,247,83,75
62,-203,-55,47,40
63,125,42,21,104
64,-158,153,8,6
65,52,-149,238,46
66,-249,-17,165,45
67,-92,234,120,103
68,-3,113,186,44
69,-77,193,171,99
70,-248,31,135,47
71,-23,79,177,102
72,-39,-219,182,19
73,93,-57,100,103
74,-43,-215,176,6
75,156,-60,86,15
76,-12,183,209,31
77,-110,161,40,28
78,55,204,77,99
79,-13,-95,113,88
80,-140,-109,196,61
81,-7,-201,194,24
82,120,-24,153,85
83,221,161,223,79
84,247,166,246,12
85,187,-109,61,34
86,-131,171,62,99
87,-203,-92,144,88
88,-247,113,69,1
89,223,147,143,80
90,-5,232,140,23
91,-215,212,164,74
92,-216,-66,199,45
93,239,122,92,59
94,18,-195,28,57
95,-185,147,30,28
96,-24,-236,8,38
97,-53,172,97,74
98,-135,205,113,82
99,207,124,244,49
100,-186,239,184,44
101,64,-64,216,39
102,179,12,244,93
103,-205,24,199,40
104,51,250,134,15
105,29,204,198,1
106,-229,187,165,22
107,153,-150,92,50
108,183,-89,161,83
109,-229,189,97,6
110,7,152,76,90
111,-51,212,190,9
112,124,-28,65,16
113,120,-197,141,71
114,-133,228,188,8
115,247,125,245,12
116,148,-157,243,30
117,204,106,190,98
118,-164,-121,64,31
119,-233,237,212,125
120,199,-176,133,36
121,-135,-200,80,105
122,-66,-193,182,28
123,233,-131,11,81
124,-20,95,236,115
125,-170,16,159,6
126,-33,-242,1,33
127,-147,27,83,2
128,-122,-229,248,101
129,-19,61,47,35
130,157,-137,116,14
131,12,-6,34,108
132,16,-23,73,5
133,-37,-247,94,77
134,33,248,224,73
135,30,-124,239,5
136,-191,-173,85,38
137,-18,39,120,67
138,-187,-246,186,53
139,-218,148,243,69
140,51,193,133,2
141,147,-110,61,97
142,6,201,99,37
143,134,-58,124,111
144,-72,-67,132,122
145,-223,-11,121,93
146,136,231,100,3
147,42,112,212,82
148,-19,144,91,16
149,-164,75,86,73
150,-146,-234,2,65
151,50,-143,189,22
152,-26,-99,138,90
153,244,241,30,119
154,103,-83,75,3
155,-57,186,190,91
156,-132,-14,201,54
157,164,82,53,79
158,222,-190,107,49
159,234,-8,73,94
160,77,218,112,79
161,7,35,82,50
162,239,41,66,11
163,-106,176,122,111
164,17,219,76,6
165,190,54,161,111
166,-74,192,82,22
167,23,-91,24,39
168,-218,-30,55,110
169,162,-221,226,60
170,-127,-167,67,124
171,-150,7,127,49
172,-168,-112,53,115
173,234,-172,129,71
174,-63,160,7,54
175,7,219,187,89
176,-172,-208,117,27
177,-30,242,46,76
178,-64,162,22,2
179,-23,88,128,98
180,99,-33,242,66
181,-156,237,60,15
182,211,-234,191,62
183,-112,3,108,40
184,-156,242,79,51
185,188,25,239,34
186,-9,-98,194,98
187,-7,164,91,24
188,221,123,93,48
189,13,-221,196,9
190,140,49,50,54
191,77,-150,81,55
192,-110,-169,218,70
193,192,-54,242,19
194,-243,-48,176,1
195,-225,84,184,60
196,70,-205,145,44
197,-13,-129,153,104
198,183,-122,104,85
199,-172,154,212,64
200,87,-164,202,111
201,40,185,135,12
202,-128,-46,206,24
203,142,-109,19,36
204,156,-248,107,120
205,77,-157,5,20
206,5,-9,102,124
207,-189,115,91,121
208,147,-77,116,54
209,42,-17,160,118
210,244,49,124,102
211,-237,167,169,74
212,-173,50,224,12
213,-227,-169,142,41
214,-236,5,127,104
215,94,-37,215,119
216,129,79,62,88
217,-42,-128,54,100
218,188,228,32,9
219,-204,-143,108,115
220,-246,199,84,17
221,-55,59,213,25
222,-123,42,152,28
223,49,-107,13,118
224,-236,-132,241,55
225,-83,-166,109,117
226,-11,-5,171,90
227,149,-249,35,88
228,210,-163,215,31
229,186,27,15,15
230,137,115,206,10
231,36,36,80,77
232,62,-91,8,60
233,149,-122,90,91
234,79,-165,92,61
235,-36,-70,115,100
236,190,-98,228,121
237,217,17,241,75
238,-161,-102,135,16
239,-59,-127,68,40
240,104,182,236,14
241,30,-141,238,92
242,80,-153,109,92
243,-36,-163,178,6
244,10,85,121,73
245,-111,-32,216,46
246,-67,-56,68,71
247,-239,-245,210,16
248,-134,-1,38,90
249,-203,-195,143,54
250,-230,-120,3,114
