city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,2227,817,2757,916
3,-1536,-962,1817,853
4,1924,576,1619,1230
5,-1973,-2417,1035,431
6,-441,-1233,956,1303
7,144,1960,787,1101
8,175,-438,1502,425
9,2741,564,1229,871
10,2153,34,491,708
11,-880,453,2515,386
12,-2050,1029,1668,229
13,2070,2359,822,530
14,2012,-238,1894,1128
15,969,-163,273,36
16,-2560,1787,2465,266
17,1934,-1548,1728,142
18,-901,2723,2349,138
19,-2555,2397,2586,814
20,2345,2454,2255,93
21,810,1790,1256,378
22,-507,742,857,927
23,-1087,-2426,2008,509
24,250,2488,81,87
25,-748,435,126,718
26,1543,-129,1057,503
27,1182,-2554,997,133
28,-1960,2691,2540,751
29,-1602,-2792,553,309
30,-2228,-55,1682,565
31,2529,1116,57,1239
32,-735,2161,1544,826
33,-1552,-930,1627,1132
34,-256,-1139,551,517
35,13,1137,758,888
36,-1294,1466,1525,1376
37,1726,-2023,100,585
38,978,-2538,466,864
39,2573,-2089,1632,745
40,-741,368,515,185
41,579,-407,693,24
42,1650,-2665,1604,951
43,-2661,-1164,204,1043
44,542,-1198,2520,783
45,-1389,-2464,553,151
46,-45,2373,1342,565
47,2716,966,1909,484
48,978,977,33,730
49,-195,139,1891,1035
50,-2318,-345,1714,1118
51,-1482,-1799,1099,715
52,582,69,2194,73
53,173,-2597,2560,393
54,-1933,212,2391,1000
55,2040,1927,2087,421
56,-1016,-2590,1253,886
57,-1955,-678,1587,218
58,-725,373,436,317
59,649,-2540,827,1033
60,-1022,1993,2138,1317
61,2263,1089,2365,313
62,-1743,298,637,254
63,-786,-1387,92,420
64,-445,-2739,460,1057
65,-1944,787,2232,644
66,2771,-459,1198,378
67,1868,-2499,2741,1139
68,-2003,-1190,2298,99
69,-2509,1947,2424,1050
70,2710,-2227,966,1231
71,-1600,1264,1200,1068
72,1892,132,2026,695
73,-1783,672,1258,892
74,540,-2198,1453,256
75,-1504,-856,213,706
76,-982,-419,552,1234
77,-793,-1412,2432,1164
78,-2495,-302,2296,524
79,1259,-1868,1931,488
80,-2446,1254,477,986
81,-2460,1215,1656,1142
82,1264,-1490,2438,640
83,2233,-1876,1543,633
84,-1368,1857,318,264
85,-1100,-614,2416,1085
86,105,-346,227,720
87,284,-2635,315,217
88,1524,-727,2645,774
89,-1377,49,83,144
90,-1489,1040,1870,985
91,407,-1100,688,902
92,-92,1672,1977,643
93,621,1405,1189,1129
94,-799,-2627,899,647
95,1590,-1291,2353,885
96,-2628,2653,765,1083
97,543,164,2420,1070
98,2093,-596,1112,425
99,-2382,-993,237,1310
100,671,-2134,2694,120
101,1267,1946,1053,983
102,-1417,-455,564,708
103,1198,-2604,2338,455
104,-691,1367,278,752
105,2680,1635,1798,566
106,2091,-568,72,1165
107,512,557,577,1288
108,1049,-1828,112,801
109,-2453,-548,909,1130
110,-1108,1717,2002,1003
111,2777,344,67,1089
112,-522,-2127,1061,22
113,-720,-1231,416,1114
114,2228,355,1398,563
115,2184,-1174,1741,721
116,1591,320,1531,574
117,1524,-991,2399,354
118,1739,-1853,381,1223
119,-605,-2331,120,860
120,-2764,272,134,51
121,-2524,-2004,659,1290
122,-1110,-498,2239,1187
123,-1624,1145,2312,1209
124,1608,1803,641,1077
125,-145,-2754,2399,807
126,1478,2722,2727,319
127,2568,1537,2272,1393
128,-1771,2706,1593,1105
129,-840,-620,168,153
130,-2283,-851,939,524
131,-534,-1743,645,1125
132,1400,1019,2533,1045
133,2478,1427,707,544
134,2107,-1389,1058,925
135,-1216,-182,405,341
136,-1689,1546,874,1138
137,1433,2394,2313,1062
138,-584,2451,51,1100
139,-1142,1354,2492,390
140,1720,-1798,2087,631
141,2465,674,1667,122
142,2114,2366,1664,619
143,1626,-1957,1857,1164
144,1684,-1588,1822,680
145,-1586,-1198,271,1173
146,2608,2788,714,855
147,-1363,-2072,1551,1261
148,-190,1268,726,41
149,1015,164,2285,1290
150,-1829,-2562,169,1281
151,-777,-535,1584,948
152,1170,-2223,2289,444
153,-572,-2309,2508,665
154,-2353,2581,539,1351
155,-439,2460,924,785
156,-1842,-2666,1621,1294
157,-2591,954,1801,729
158,2720,1711,1029,459
159,-730,425,378,458
160,904,-594,314,241
161,2155,1750,1385,939
162,-1534,1365,2383,864
163,-1094,-241,2702,551
164,-1792,-2279,1562,840
165,-2476,1688,1647,877
166,757,-185,946,499
167,742,1212,2474,1116
168,-1121,-1952,516,398
169,-1578,121,2611,17
170,1925,-287,1251,244
171,2632,-73,48,319
172,1616,-2190,2158,777
173,894,-2501,1758,603
174,1170,2165,224,664
175,83,-2633,1745,615
176,1647,-803,2543,1257
177,1159,-284,2571,1069
178,1678,-879,310,306
179,142,103,1388,517
180,2018,-61,2748,1010
181,1034,2296,16,248
182,-1773,-1041,1177,382
183,2006,2724,2114,132
184,-532,-225,1772,939
185,433,2387,130,1221
186,1281,37,1710,1128
187,1664,-1638,2277,1062
188,-97,1470,1508,829
189,2377,2028,1249,942
190,1207,-638,1603,672
191,-586,-1400,607,1296
192,1306,-600,1526,845
193,654,-307,293,1315
194,1737,1781,2167,837
195,1114,160,847,869
196,2711,-1441,1290,534
197,1462,-2077,620,395
198,-2363,-1272,2402,1157
199,1204,-2783,1222,417
200,2107,279,2486,716
201,-2523,-2798,1734,30
202,1270,544,1031,825
203,1636,-1550,1399,12
204,-2473,255,1957,563
205,2457,-1407,2465,813
206,-1183,2322,955,392
207,-853,-2589,2086,398
208,1447,1229,568,330
209,-539,-2013,816,573
210,-753,1597,1438,455
211,-201,22,695,685
212,-585,1159,2069,545
213,-1329,1604,24,1257
214,1949,-2460,986,1367
215,-1714,1625,429,252
216,1454,114,2656,835
217,277,188,618,639
218,-2249,1902,1643,1373
219,-1798,-667,2605,1015
220,-2161,-387,2136,1312
221,-2338,1072,2366,226
222,784,784,2339,891
223,-1021,-707,1836,546
224,1668,-1668,77,301
225,-1508,-1341,1163,669
226,-921,-2334,1548,1353
227,-2249,-1914,2575,532
228,1397,876,2182,1348
229,-811,-1403,2422,1147
230,-1884,2508,270,501
231,2609,1328,1962,776
232,-528,-2798,2243,518
233,-1578,-401,1791,256
234,114,1120,458,953
235,-765,-1406,2015,1327
236,2680,2603,2761,1362
237,2643,975,1605,1105
238,-2032,1663,2218,1189
239,-859,474,1566,70
240,-2693,657,1003,615
241,2627,-2138,2075,1117
242,1268,-2448,857,159
243,1127,-1568,50,110
244,933,272,1941,1002
245,-1811,75,2560,1308
246,1755,363,1522,1277
247,2235,-70,1541,721
248,2711,-2605,1718,225
249,-40,1184,1845,448
250,-702,1876,2364,561
251,-2775,-2790,1506,971
252,-562,1604,1011,44
253,324,2478,284,691
254,2647,-1569,2103,1153
255,2371,-1858,566,989
256,-1847,1226,2291,1296
257,-1303,-2169,2100,618
258,-81,-541,2215,846
259,2038,-557,97,534
260,503,1189,2312,661
261,1752,2389,1770,1270
262,588,-2203,2557,634
263,-284,-599,2496,658
264,-2259,-453,1058,218
265,-2500,-962,995,23
266,-1857,2688,789,408
267,-1199,1689,1767,226
268,946,-1133,226,434
269,-1378,-88,1602,1169
270,-14,1540,1122,398
271,-519,-1386,2409,335
272,59,-2196,1172,498
273,2139,-1449,2736,122
274,1322,-2400,518,1171
275,-98,-1085,423,335
276,2658,-2527,1524,1393
277,637,582,2665,1365
278,-2615,-629,2342,841
279,-2622,2365,1419,834
280,754,-124,2727,543
281,-2694,-14,1803,524
282,-1560,-2716,1005,522
283,930,-1460,814,1229
284,1059,1546,977,331
285,2513,2684,2427,531
286,1733,1805,915,1254
287,2299,1926,256,161
288,2759,2762,131,565
289,-2581,1046,86,255
290,2380,-2514,396,728
291,-1653,-2534,47,421
292,-261,1554,991,897
293,1304,424,591,338
294,-649,-185,1743,983
295,2214,176,45,808
296,-2221,601,1291,569
297,-1921,1371,152,162
298,-101,2648,2524,738
299,-1755,-22,1596,647
300,-446,-1942,1839,282
301,-2765,-502,1108,31
302,2543,-1359,516,734
303,1814,2484,1691,604
304,2668,-194,1909,889
305,-589,2352,2578,106
306,-498,-1548,150,537
307,-1188,-2098,2217,629
308,1913,-2774,319,977
309,179,-693,979,244
310,1627,-240,2370,957
311,2321,2567,2135,840
312,36,-1536,1336,1354
313,100,-4,1873,596
314,637,667,756,953
