city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-329,224,361,231
3,-472,-289,463,264
4,-194,-487,103,9
5,505,-128,467,163
6,344,-341,82,255
7,-451,-246,75,235
8,-115,548,207,259
9,331,-77,55,163
10,-508,139,513,146
11,394,-435,425,225
12,-411,242,170,208
13,-139,83,246,155
14,334,-534,181,257
15,-74,-186,318,95
16,-527,27,137,57
17,321,-513,491,38
18,39,-430,294,239
19,438,146,455,43
20,-106,524,118,162
21,-8,337,193,185
22,-277,245,117,51
23,520,-201,502,115
24,-406,-352,363,254
25,48,-118,290,22
26,412,351,307,271
27,-308,10,51,185
28,9,353,256,249
29,547,-187,191,50
30,-297,239,74,242
31,-277,-364,495,222
32,-467,449,505,101
33,14,-360,529,259
34,-346,347,185,253
35,-462,323,330,45
36,125,-237,247,73
37,65,-522,148,32
38,-506,-366,336,165
39,441,-168,91,68
40,-139,-398,441,81
41,-422,466,413,88
42,-289,185,59,64
43,-475,330,500,219
44,284,234,142,98
45,361,266,496,225
46,-187,296,173,122
47,-450,-381,147,11
48,-24,433,182,38
49,-534,-331,392,206
50,-41,87,327,17
51,4,519,84,140
52,-274,-300,198,84
53,329,320,126,152
54,-340,-232,529,148
55,-106,-293,209,247
56,-333,-176,122,267
57,336,75,87,23
58,505,-413,114,35
59,42,-230,516,93
60,136,-36,373,177
61,429,-466,199,148
62,415,144,99,272
63,86,-394,358,187
64,438,-300,29,195
65,-285,-52,284,155
66,61,-273,500,156
67,183,22,455,116
68,-505,-379,531,193
69,247,-292,322,196
70,-126,-384,26,78
71,66,536,107,108
72,443,-387,143,197
73,241,-289,11,250
74,-67,268,268,88
75,-306,-400,359,7
76,49,-520,307,221
77,-379,-262,180,135
78,282,491,315,228
79,-484,39,321,191
80,149,-430,388,94
81,445,-128,202,227
82,417,102,424,65
83,-358,-309,58,188
84,-106,-234,100,79
85,282,483,284,66
86,-196,-442,453,273
87,73,385,192,209
88,-334,-30,488,170
89,-276,-11,180,240
90,74,-183,326,205
91,-154,170,208,69
92,-293,42,503,258
93,389,-368,322,252
94,523,247,197,238
95,-503,459,261,146
96,464,487,90,239
97,-134,202,101,71
98,22,-348,327,223
99,-397,-524,419,18
100,-503,-297,345,167
101,90,241,196,84
102,14,150,151,101
103,-265,388,537,127
104,312,-78,38,4
105,-153,-403,266,143
106,385,493,358,157
107,288,-532,23,228
108,-480,145,168,275
109,54,-330,417,152
110,259,-197,531,156
111,-142,193,487,264
112,-19,-513,529,198
