city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-25,18,40,10
3,26,-30,6,18
4,38,-58,36,16
5,-31,-54,8,32
6,-26,-51,33,13
7,-38,-33,20,13
8,4,-50,11,21
9,30,-44,8,19
10,-60,4,43,23
11,39,-36,17,9
12,50,12,28,22
13,-55,-61,9,17
14,-22,-19,22,24
15,-8,-28,45,5
16,7,35,55,23
17,-22,57,1,32
18,-55,-50,23,31
19,-63,23,59,10
20,-41,43,43,9
21,-2,-61,50,28
22,-21,51,7,6
23,-61,-43,18,2
24,-30,-50,45,12
25,44,30,27,14
26,9,-57,18,22
27,55,-31,20,31
28,-63,38,43,4
29,-48,62,50,31
30,10,-20,38,11
31,28,-46,44,18
32,-1,23,38,4
33,-48,5,6,26
34,48,-42,8,8
35,-17,59,32,27
36,-12,38,26,4
37,-16,5,53,28
38,26,47,57,12
39,20,-2,63,9
40,6,62,14,5
41,35,-45,15,24
42,-21,-4,5,13
43,31,45,28,2
44,25,5,28,4
45,50,20,56,30
46,-60,29,22,21
47,-34,-48,28,3
48,59,-30,53,32
49,-50,-14,4,2
50,29,-46,27,20
51,20,-53,27,26
52,-14,12,39,26
53,-50,54,19,26
54,-7,38,21,31
55,39,34,54,12
56,14,-26,56,3
57,6,44,37,22
58,-43,-30,56,12
59,-57,55,47,28
60,-54,33,53,2
61,-58,48,58,3
62,58,-38,9,28
63,-48,-9,21,13
