city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,3,-75,56,30
3,-87,41,42,2
4,26,41,14,41
5,-37,54,16,41
6,-52,-72,50,16
7,58,-30,6,15
8,-59,-51,55,22
9,-16,-25,79,4
10,-3,-46,79,31
11,48,73,67,11
12,87,42,71,19
13,74,57,36,25
14,-5,19,26,42
15,83,-15,74,3
16,4,-26,48,16
17,-26,-10,39,24
18,-20,38,53,34
19,-58,64,78,5
20,63,-56,20,15
21,-77,-54,10,21
22,-8,-34,59,4
23,18,-24,17,39
24,-48,-9,3,19
25,-41,-68,56,43
26,-6,-75,20,44
27,47,-56,38,16
28,-21,73,86,34
29,2,-57,40,42
30,9,0,9,30
31,38,22,5,42
32,58,51,43,41
33,-52,74,17,39
34,43,32,51,38
35,-52,-1,59,13
36,-63,-3,46,28
37,66,77,50,35
38,-73,-41,48,41
39,60,23,10,38
40,60,73,82,12
41,-55,29,87,17
42,-35,-30,30,30
43,-25,-31,84,44
44,-3,-40,71,43
45,-61,68,21,25
46,-19,-7,76,14
47,-55,-73,3,33
48,33,-41,43,40
49,31,38,19,14
50,48,-39,50,2
51,-63,-47,28,34
52,-21,-27,47,42
53,72,27,84,5
54,-48,-84,45,37
55,68,12,56,6
56,52,-26,10,17
57,-18,-73,80,10
58,-10,-16,58,15
59,-42,38,31,18
60,65,-37,78,40
61,9,-25,9,3
62,-64,-85,61,10
63,-61,-44,57,44
64,33,59,28,26
65,-60,-27,65,25
66,-27,79,10,2
67,21,-65,32,33
68,44,-15,87,19
69,1,-87,23,40
70,76,-33,67,27
71,57,60,61,34
72,66,-8,51,43
73,29,6,34,28
74,-7,76,19,1
75,62,-25,5,43
76,-87,43,68,9
77,11,85,62,32
78,52,-56,34,42
79,-19,-50,66,2
80,79,22,43,43
81,69,83,63,23
82,8,-62,33,12
83,-62,66,63,44
84,69,10,4,8
85,41,-42,61,43
86,83,-72,62,25
87,43,-52,30,42
