city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-39,-42,35,10
3,-17,1,20,21
4,-24,28,38,6
5,-9,17,31,6
6,41,25,41,17
7,35,11,27,9
8,-20,-4,15,8
9,24,28,37,16
10,0,32,7,8
11,-11,14,33,8
12,43,38,30,16
13,22,-20,5,2
14,5,24,7,17
15,8,21,35,20
16,31,2,21,11
17,5,23,26,7
18,23,5,43,15
19,23,33,40,12
20,21,-21,11,3
21,-37,5,34,16
22,25,6,34,6
23,-8,1,4,17
24,-32,-40,32,12
25,28,-1,39,10
26,-6,34,6,18
27,-33,3,20,14
28,-29,20,36,10
29,23,-27,43,19
30,29,6,34,9
31,-30,-31,21,12
32,-38,29,30,3
33,-9,-7,37,6
34,18,-31,28,15
35,7,18,6,12
36,27,-37,43,3
37,11,29,11,2
38,-22,-37,22,3
39,-41,40,24,11
40,37,29,9,22
41,-22,42,5,22
42,33,-26,5,6
43,-16,-11,1,8
