city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-55,60,49,8
3,5,-4,21,28
4,-78,-64,48,4
5,42,65,1,42
6,-86,23,40,27
7,-13,-15,20,42
8,26,-42,72,32
9,-13,69,61,1
10,2,-70,59,18
11,11,-39,61,5
12,-29,-11,24,16
13,46,59,61,4
14,6,24,9,33
15,-15,-44,76,1
16,10,81,7,26
17,4,54,64,19
18,-32,-11,82,41
19,20,45,77,34
20,-65,50,59,43
21,-3,-19,77,26
22,44,-56,42,9
23,79,80,8,40
24,-71,37,5,26
25,56,30,69,28
26,-72,75,46,9
27,41,-37,45,39
28,-14,30,74,20
29,-27,-66,47,13
30,-24,-26,19,28
31,-69,-5,27,2
32,-5,34,60,26
33,-20,15,6,37
34,76,-41,48,1
35,8,54,44,9
36,50,85,79,4
37,-86,-31,86,8
38,22,-46,71,26
39,-77,-24,50,39
40,9,-85,47,43
41,72,48,52,2
42,2,54,36,2
43,77,40,21,43
44,-62,46,59,7
45,80,-34,70,32
46,26,-19,83,38
47,-84,22,41,41
48,60,-27,11,42
49,-76,64,38,19
50,-13,67,23,40
51,-75,-39,50,21
52,-85,60,61,23
53,-23,42,38,4
54,-41,29,8,21
55,-70,-24,69,37
56,-83,70,28,27
57,53,0,62,37
58,-56,-50,38,9
59,-10,-10,9,20
60,22,81,56,43
61,13,37,16,20
62,-81,76,38,17
63,-15,66,17,35
64,-75,72,41,2
65,48,-41,65,32
66,45,-15,7,34
67,11,11,69,37
68,75,-37,45,35
69,75,41,23,43
70,-13,29,66,32
71,7,77,74,31
72,15,18,86,36
73,-81,-39,70,38
74,17,-20,11,14
75,-16,2,68,17
76,20,65,69,16
77,-8,82,84,42
78,77,35,70,8
79,-19,-49,41,37
80,-48,-40,13,12
81,-73,76,16,43
82,71,-11,14,38
83,-45,-82,81,36
84,-56,-50,39,11
85,76,-57,62,1
86,-11,69,12,2
