city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,74,28,84,31
3,8,68,83,20
4,89,89,43,35
5,-80,-3,1,44
6,63,-89,58,34
7,67,-84,46,33
8,-8,-55,32,16
9,47,3,65,18
10,-8,35,79,28
11,-53,16,70,2
12,-64,44,16,3
13,-65,-72,69,17
14,57,35,17,15
15,11,-14,36,35
16,-63,53,10,22
17,-34,35,48,5
18,61,-72,45,15
19,56,44,64,17
20,65,66,71,3
21,-46,-62,26,16
22,-47,83,49,25
23,1,65,44,44
24,-32,11,8,11
25,49,-9,28,33
26,-59,12,36,47
27,-6,83,62,4
28,-7,66,10,42
29,80,93,22,27
30,43,49,92,21
31,74,-56,29,16
32,38,36,40,14
33,-75,-55,37,46
34,-30,-10,21,23
35,8,-39,46,11
36,-79,71,14,30
37,-27,76,63,11
38,33,-63,24,36
39,77,29,45,27
40,95,-7,19,12
41,-30,-5,16,39
42,-8,29,7,39
43,-42,49,17,13
44,-91,8,89,34
45,-10,-3,47,42
46,51,62,80,34
47,71,-74,18,47
48,57,53,16,2
49,95,79,45,36
50,62,-32,85,45
51,-91,-34,84,18
52,-23,-36,34,35
53,62,71,29,27
54,5,73,36,38
55,-84,-90,45,6
56,27,80,39,3
57,21,-25,3,33
58,-89,-68,45,14
59,-7,25,81,5
60,-71,-43,77,11
61,-62,70,37,18
62,71,27,84,21
63,54,-66,85,8
64,-94,-85,13,38
65,14,71,75,44
66,27,38,54,32
67,43,7,5,24
68,-84,-54,92,25
69,-58,-88,10,37
70,27,87,34,45
71,48,-10,79,47
72,-3,46,23,31
73,-40,77,84,2
74,-76,7,69,37
75,-68,-62,76,21
76,21,-49,75,6
77,-55,-47,38,39
78,-48,-82,76,23
79,-68,67,57,6
80,67,66,14,20
81,-75,84,78,30
82,53,14,63,38
83,11,46,38,33
84,8,-5,95,42
85,58,-52,33,23
86,78,8,74,6
87,-3,26,66,23
88,28,58,25,33
89,-16,46,21,9
90,30,15,59,39
91,-74,44,56,23
92,-75,-18,35,26
93,33,48,55,48
94,-66,-50,8,40
95,22,-75,23,1
