city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-32,50,19,2
3,-55,38,51,31
4,27,29,45,16
5,-48,50,28,27
6,-10,-17,25,22
7,44,55,50,23
8,-13,-45,42,2
9,-45,-21,41,30
10,17,-63,47,11
11,35,-42,1,17
12,-19,31,39,15
13,63,-50,63,5
14,2,-59,43,17
15,21,-22,63,32
16,-44,-15,16,14
17,18,-21,50,1
18,17,-16,34,29
19,63,22,4,30
20,53,-27,60,32
21,63,-59,25,31
22,18,41,44,30
23,27,-44,25,29
24,29,49,6,22
25,0,30,13,29
26,-23,-13,15,28
27,15,-8,23,5
28,44,48,2,13
29,-18,-61,50,10
30,-8,45,18,22
31,-30,-34,11,16
32,-64,-31,9,5
33,-22,-45,4,6
34,-33,42,40,2
35,-62,43,13,1
36,-43,59,46,30
37,-13,44,32,20
38,39,-41,64,15
39,-23,-18,48,2
40,9,9,45,14
41,-64,56,54,18
42,38,22,34,20
43,-7,-52,55,13
44,-60,5,42,7
45,-2,-11,54,21
46,40,61,43,18
47,16,49,46,15
48,3,48,5,8
49,26,43,17,12
50,-26,-3,41,24
51,9,46,50,21
52,65,-52,25,18
53,-3,60,9,16
54,-12,-25,25,14
55,35,17,65,1
56,-48,-45,65,18
57,37,-61,17,19
58,-18,-7,51,24
59,61,-34,9,7
60,-36,48,23,16
61,-36,-62,13,1
62,-46,-8,7,8
63,-60,-48,20,13
64,5,40,60,20
65,-16,45,59,11
