city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,25,11,10,17
3,9,16,8,15
4,39,26,9,10
5,-4,28,37,20
6,22,37,23,2
7,19,16,21,6
8,-8,3,31,7
9,-1,33,27,7
10,-13,-12,11,19
11,14,4,32,1
12,24,-10,16,12
13,3,17,24,21
14,-40,-18,44,1
15,-25,15,25,16
16,43,33,3,11
17,-40,9,37,8
18,8,21,39,6
19,40,16,19,7
20,2,-45,25,3
21,34,38,4,11
22,11,-23,38,11
23,40,39,38,12
24,-9,6,38,2
25,-28,31,21,18
26,36,33,1,18
27,-7,17,34,12
28,-21,-24,38,3
29,6,-34,26,13
30,-38,-13,43,17
31,10,-14,27,1
32,-3,-29,28,20
33,37,-32,37,15
34,-22,1,25,15
35,-12,-25,14,22
36,42,-5,14,13
37,9,-21,9,21
38,-5,41,13,2
39,-15,41,23,15
40,17,-35,17,21
41,3,18,12,7
42,-18,-13,12,2
43,-45,-15,36,19
44,-41,11,2,8
45,4,26,43,6
