city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-7,21,94,60
3,-81,-26,58,48
4,117,50,53,42
5,-61,90,49,37
6,43,-107,18,36
7,21,25,19,20
8,14,91,102,47
9,-26,70,78,29
10,37,104,105,11
11,-2,2,40,1
12,13,113,5,54
13,-65,-76,73,29
14,-91,-119,1,15
15,-113,97,7,16
16,-89,114,92,45
17,36,-111,77,12
18,77,-13,109,58
19,9,-110,63,23
20,95,83,89,34
21,78,-57,17,27
22,-29,-5,113,52
23,-46,-107,29,9
24,-92,62,46,44
25,72,36,15,21
26,108,117,35,20
27,25,111,15,57
28,8,69,96,23
29,108,83,112,31
30,72,-83,55,15
31,-3,-79,27,33
32,-76,-107,74,8
33,82,42,107,18
34,-23,-52,18,13
35,105,-79,93,3
36,-94,63,33,20
37,25,-63,96,13
38,93,23,25,32
39,-114,-97,111,7
40,17,89,53,21
41,-15,-91,64,52
42,104,-104,32,34
43,44,75,79,38
44,103,88,44,12
45,39,68,53,5
46,-30,81,33,18
47,-74,-65,65,56
48,-92,-47,87,4
49,-22,3,87,19
50,59,60,52,22
51,22,101,16,17
52,-26,-59,104,10
53,114,-43,118,55
54,73,53,78,17
55,72,-56,73,43
56,61,15,8,24
57,-107,-120,83,34
58,-80,-56,120,31
59,-4,20,80,37
60,-7,46,61,1
61,77,78,74,11
62,-72,-97,106,45
63,-48,-99,23,46
64,-104,-7,110,41
65,-59,-96,105,16
66,-28,-70,75,1
67,86,-5,47,58
68,-42,-115,21,21
69,34,103,31,14
70,-31,54,58,10
71,60,-64,35,31
72,11,48,96,56
73,-86,-28,98,42
74,-16,2,81,27
75,37,53,27,40
76,52,18,45,14
77,-70,103,85,39
78,-16,100,113,9
79,31,-3,57,51
80,-109,63,37,38
81,-91,55,107,28
82,92,-6,13,38
83,86,-4,29,16
84,110,14,86,16
85,-81,-64,51,60
86,109,46,10,15
87,6,7,57,7
88,-63,42,98,46
89,14,-65,60,48
90,-109,8,94,59
91,-35,7,52,19
92,-64,-38,67,8
93,4,-41,100,57
94,-42,92,18,11
95,-23,5,49,51
96,-66,10,87,23
97,16,-84,57,41
98,81,-28,9,17
99,-60,-67,57,33
100,-51,-70,76,21
101,65,90,54,8
102,63,35,92,60
103,7,-9,36,38
104,-113,64,117,42
105,-118,48,103,60
106,23,-28,4,8
107,77,42,43,26
108,10,-73,119,20
109,72,-74,47,53
110,-67,114,91,26
111,7,107,44,51
112,51,-15,82,20
113,-77,-118,83,16
114,-76,69,73,41
115,89,-95,16,19
116,-58,35,53,56
117,39,56,62,47
118,10,11,79,4
119,29,-74,95,4
120,-94,54,119,53
