city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,38,58,34,7
3,-66,44,21,19
4,29,58,8,1
5,-19,63,45,18
6,56,-61,11,15
7,-16,-15,50,22
8,24,-25,70,22
9,-60,1,15,2
10,-1,-15,37,3
11,-69,-57,46,28
12,-1,4,31,8
13,23,-14,57,7
14,-24,-67,32,36
15,62,-71,27,5
16,28,75,1,20
17,12,-25,34,31
18,61,56,14,32
19,-21,-30,10,3
20,57,-57,29,30
21,-53,39,24,37
22,35,64,64,20
23,-35,-70,32,4
24,21,50,60,36
25,-14,-16,30,12
26,-55,58,19,16
27,-45,-8,71,27
28,-56,-74,59,2
29,-58,-3,43,33
30,-7,21,21,7
31,42,-3,41,28
32,-19,-21,41,32
33,-20,49,29,35
34,3,35,11,15
35,-2,-40,50,23
36,-68,-29,50,8
37,-12,-72,70,21
38,-45,21,41,10
39,-42,-6,49,4
40,-13,24,14,29
41,-12,39,39,19
42,69,3,74,16
43,67,-17,59,16
44,33,-46,8,32
45,-27,41,56,34
46,-34,65,73,26
47,67,42,25,31
48,34,40,16,12
49,-47,26,11,18
50,-54,45,60,6
51,49,21,20,24
52,-3,-4,52,15
53,-23,-50,19,9
54,29,62,39,30
55,-10,-53,52,31
56,-4,-3,28,9
57,-20,25,38,17
58,47,36,6,29
59,50,14,43,18
60,23,17,33,18
61,-26,-58,67,2
62,40,37,54,2
63,10,68,47,2
64,-33,10,33,35
65,22,-48,30,38
66,5,26,27,26
67,-13,6,1,18
68,46,-23,48,21
69,33,-9,27,38
70,72,59,4,5
71,39,30,42,34
72,52,9,34,10
73,64,39,39,21
74,-71,39,57,13
75,35,-48,44,37
