city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,1158,-151,812,50
3,346,-1235,376,710
4,365,-1204,591,462
5,961,-1204,1118,706
6,658,1025,278,178
7,369,-1517,1054,80
8,-761,494,558,128
9,1675,-70,850,343
10,-725,-1450,1181,774
11,-1355,671,755,543
12,720,-1306,1151,320
13,1197,1481,508,655
14,-817,-1448,647,369
15,880,-492,1021,316
16,-782,-891,51,313
17,-320,989,1350,164
18,-856,1065,1127,570
19,1070,802,1126,287
20,-703,-87,1682,125
21,-1116,-853,1241,736
22,-1545,1450,673,211
23,-178,-515,154,188
24,-928,1427,1661,417
25,895,904,26,490
26,1141,-224,638,255
27,1104,-312,396,408
28,-481,-891,440,296
29,-1111,817,1321,557
30,25,20,850,390
31,833,215,1294,34
32,671,-419,1417,670
33,1609,819,358,64
34,-906,-1187,314,796
35,-1635,-1265,1171,704
36,-1178,-437,536,781
37,-1077,193,1205,828
38,-1531,-1384,144,794
39,395,-62,1060,433
40,-1060,-554,36,192
41,-1198,643,1154,277
42,-1292,-1647,1252,647
43,-147,1689,1276,507
44,182,-640,116,398
45,742,1475,1307,23
46,-1143,-493,1018,672
47,-271,1258,1561,397
48,-1205,641,1427,40
49,1371,1538,369,552
50,1572,-679,1537,411
51,824,1445,1344,56
52,-1275,1313,1086,625
53,-211,1345,1418,716
54,54,282,579,696
55,-782,984,1004,401
56,-1695,633,913,590
57,1167,-889,383,81
58,1192,-775,179,346
59,679,-1645,535,535
60,-364,-467,412,700
61,-378,128,349,707
62,1657,-95,1601,746
63,-1187,-521,290,449
64,688,-193,422,547
65,-919,3,618,784
66,128,-428,1556,331
67,-723,-227,723,114
68,-1413,-98,14,150
69,389,275,3,173
70,1607,703,1272,230
71,1542,-1423,1082,608
72,794,-554,218,72
73,-1396,1647,167,388
74,-1377,-165,1537,41
75,1134,-646,1685,236
76,-881,-1094,483,317
77,-149,44,1067,16
78,544,-1074,565,219
79,-1329,574,1357,172
80,1545,-792,1314,725
81,78,543,241,205
82,964,1469,1013,791
83,-278,1587,200,168
84,335,777,607,727
85,1457,-1102,1570,283
86,-340,838,99,627
87,-1237,-1305,1615,766
88,-825,1432,846,220
89,-1150,-228,1110,683
90,-1396,78,1685,488
91,1629,776,293,719
92,-1638,1238,635,691
93,541,-462,848,270
