city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-20,88,35,6
3,-72,84,79,35
4,-87,-15,16,43
5,87,48,89,33
6,-91,-3,5,1
7,-97,-86,27,47
8,-65,-83,97,35
9,-89,28,96,37
10,-34,-77,80,42
11,-93,30,75,22
12,-68,-44,37,43
13,78,-4,63,9
14,-98,-62,59,1
15,-79,-52,21,27
16,-54,-42,96,17
17,-60,15,57,39
18,-89,58,34,25
19,-42,-82,26,39
20,-98,48,68,24
21,11,50,20,27
22,-86,17,90,36
23,-59,-80,28,13
24,22,72,66,12
25,57,-40,92,2
26,83,-35,35,3
27,-85,26,10,21
28,52,-59,11,16
29,76,92,30,13
30,62,59,34,27
31,-8,-86,30,9
32,-85,-96,86,46
33,61,57,73,49
34,-21,-27,18,37
35,34,59,17,11
36,89,-14,14,34
37,70,7,22,8
38,-82,-79,85,32
39,35,-59,82,5
40,85,10,83,47
41,65,58,2,26
42,-83,26,78,41
43,44,3,53,11
44,89,29,61,12
45,-39,19,66,44
46,73,11,4,15
47,-53,93,96,21
48,38,71,20,10
49,39,33,47,19
50,53,-12,91,42
51,40,69,39,31
52,24,64,20,20
53,-73,23,44,15
54,48,-16,78,10
55,45,-22,47,25
56,-65,-83,45,40
57,-17,18,59,27
58,57,-25,52,1
59,87,75,20,7
60,33,-38,37,29
61,27,-5,59,36
62,49,22,30,13
63,81,1,44,48
64,-98,-56,98,8
65,80,-50,56,22
66,85,43,9,43
67,-56,-84,48,47
68,-75,-35,52,48
69,-76,-89,68,16
70,-15,-1,37,43
71,-58,-8,38,43
72,-94,-88,54,21
73,-35,-25,30,11
74,-90,97,5,49
75,-33,32,5,2
76,-87,-86,13,31
77,4,-80,40,48
78,-51,24,85,19
79,-58,-75,85,3
80,-3,-57,57,3
81,12,97,25,18
82,-52,-6,90,40
83,0,43,36,41
84,-32,-44,55,49
85,94,-70,45,47
86,-48,75,62,33
87,-15,-90,64,21
88,-58,11,98,18
89,-4,14,95,40
90,37,-23,85,22
91,-30,-8,96,29
92,76,-11,13,40
93,-66,-75,73,48
94,74,91,82,26
95,4,1,71,12
96,58,50,69,23
97,20,-60,34,32
98,88,96,51,26
