city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-174,152,29,83
3,122,-175,81,51
4,1,28,42,30
5,-155,-89,48,51
6,-173,71,65,9
7,39,-116,52,43
8,27,76,159,49
9,-128,158,49,66
10,68,148,130,25
11,154,67,112,13
12,-70,-36,177,3
13,-132,-162,72,81
14,-85,82,74,47
15,114,-158,117,76
16,94,27,91,47
17,132,-136,94,32
18,-22,155,175,59
19,173,-112,130,34
20,-83,-104,17,38
21,-139,-50,98,55
22,-68,25,109,36
23,-174,-180,170,89
24,-15,124,159,88
25,155,-30,102,41
26,-160,-17,154,60
27,10,115,33,50
28,-107,52,57,66
29,27,127,62,14
30,-15,111,95,87
31,-121,-3,169,32
32,-94,-100,72,56
33,27,98,84,24
34,173,53,180,89
35,-136,-102,180,39
36,-52,21,10,86
37,42,141,173,11
38,-162,101,16,35
39,-132,143,112,4
40,-142,86,137,57
41,146,51,46,36
42,-152,95,127,37
43,-69,148,160,78
44,108,-182,73,77
45,-106,180,163,7
46,-34,-158,13,50
47,-62,172,141,92
48,76,-16,87,53
49,50,76,150,80
50,82,-106,14,78
51,-50,-142,106,83
52,107,94,52,8
53,85,-96,176,52
54,-151,91,49,24
55,50,-133,1,39
56,108,-83,94,62
57,-118,76,101,35
58,-65,-92,104,70
59,105,-65,61,69
60,-30,123,136,8
61,185,74,68,33
62,51,18,145,82
63,-92,-45,6,29
64,1,41,100,71
65,-77,-82,92,16
66,-78,-119,138,66
67,25,-83,76,23
68,-3,67,37,42
69,73,-88,106,78
70,30,-74,3,13
71,142,9,82,64
72,50,138,132,4
73,71,-9,123,63
74,11,74,25,33
75,-173,-105,75,13
76,-170,77,116,57
77,-127,-106,124,47
78,162,24,175,54
79,76,3,23,66
80,1,-3,65,40
81,-172,55,33,59
82,1,103,150,30
83,37,116,13,46
84,-144,-45,120,80
85,-70,90,125,60
86,-85,-77,26,90
87,157,-100,18,22
88,-176,-9,150,55
89,-13,-32,51,16
90,-164,102,146,5
91,17,-64,174,89
92,-13,65,127,37
93,-47,111,8,36
94,-132,31,119,31
95,-6,184,162,61
96,85,-174,132,21
97,126,129,93,36
98,-56,-38,11,80
99,-21,99,77,76
100,-35,35,137,74
101,148,-46,4,51
102,72,31,70,76
103,11,-170,44,68
104,-100,-119,5,47
105,183,66,41,36
106,-146,-3,146,52
107,-137,118,169,43
108,-153,185,157,52
109,-52,17,138,6
110,164,-106,64,56
111,178,105,139,5
112,169,-165,80,54
113,28,77,147,79
114,-167,17,138,31
115,146,-156,6,6
116,-8,134,170,5
117,93,-81,182,83
118,75,-90,13,83
119,182,81,171,29
120,15,172,1,72
121,-117,151,113,31
122,140,-43,55,10
123,14,147,14,80
124,164,-87,139,25
125,179,-180,98,4
126,106,92,49,86
127,178,161,56,34
128,-75,182,66,77
129,-146,119,125,1
130,-6,162,139,71
131,112,-123,121,32
132,158,-56,29,57
133,50,143,22,35
134,-27,-135,138,20
135,87,83,185,48
136,-4,131,78,25
137,113,-129,182,81
138,156,22,167,56
139,125,16,77,6
140,19,-140,40,49
141,123,164,10,35
142,-13,-138,95,76
143,98,175,132,75
144,49,51,105,90
145,89,100,157,26
146,31,33,173,49
147,-89,13,93,58
148,-165,144,1,12
149,88,-36,177,58
150,63,-51,90,84
151,-145,-139,61,80
152,-45,-173,39,69
153,-182,173,163,28
154,-159,43,84,44
155,-86,173,7,18
156,-154,-124,165,44
157,118,-185,164,6
158,-74,-116,74,57
159,-65,65,152,37
160,122,-164,59,80
161,-66,134,125,77
162,-124,153,79,54
163,-12,-19,23,42
164,3,-137,32,32
165,-79,8,33,59
166,-17,-28,9,84
167,116,-170,171,18
168,-80,5,173,1
169,140,164,34,3
170,154,-39,12,54
171,81,66,116,70
172,182,177,35,69
173,-136,-30,45,92
174,-33,136,29,20
175,-3,-49,92,9
176,87,149,14,56
177,-108,-28,181,7
178,136,-30,83,39
179,-138,-97,113,3
180,-129,144,164,18
181,-18,42,173,59
182,-27,134,58,48
183,154,-91,99,22
184,5,-54,134,52
185,89,-65,94,10
