city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-2896,2858,330,563
3,1003,718,1579,184
4,-276,2818,2145,106
5,46,-1095,1048,1115
6,436,2410,798,345
7,-1211,-1497,1888,595
8,2124,-587,2257,540
9,-176,-700,13,1133
10,184,-2624,2403,765
11,-947,1886,1491,900
12,538,2094,2796,150
13,514,1399,2041,1331
14,312,2815,36,895
15,2009,1542,228,931
16,-984,-2101,1675,363
17,-2660,2868,2751,268
18,1935,-316,1218,305
19,-1774,-2336,2154,811
20,-2543,-2399,2182,107
21,1132,636,783,898
22,301,-635,1187,424
23,-2086,1426,2429,1318
24,1989,-1469,1554,752
25,-2682,1058,1253,361
26,-1351,905,2254,710
27,2766,1569,1489,291
28,294,322,1987,1341
29,2547,-403,2682,1101
30,-1830,1785,1103,828
31,-1015,-602,2520,694
32,405,809,1893,1095
33,1418,400,852,268
34,962,244,2450,667
35,-2233,-147,936,194
36,-1604,156,516,1129
37,-71,2138,2145,447
38,-2853,1811,1082,995
39,1142,499,2002,917
40,-807,-1148,2817,885
41,-2208,1798,1771,212
42,-1647,-495,1449,388
43,-433,-2617,2863,2
44,1561,-1445,1137,1382
45,1252,-412,1560,892
46,2846,752,1554,386
47,634,-899,2589,68
48,2308,1852,1064,705
49,1311,2066,611,1348
50,1818,939,2798,1176
51,1674,1037,1937,1126
52,-1024,685,1530,1226
53,2713,-403,308,1296
54,-797,1488,528,130
55,1608,924,535,550
56,1358,-1036,1912,693
57,-41,217,2375,1138
58,-1519,-1780,628,486
59,-455,-428,1434,1368
60,-2882,-74,2804,618
61,-1891,-156,2543,424
62,-277,-1492,751,782
63,741,-859,1642,888
64,-363,2607,770,1158
65,-1998,-1464,1669,1020
66,1425,2207,1535,932
67,449,1497,152,1426
68,712,1017,966,1365
69,2663,2195,2790,1197
70,-2137,1319,2357,1449
71,2534,-1679,657,321
72,-1084,1729,2592,1286
73,-2599,-662,1197,9
74,-2268,1669,410,1367
75,-235,-2728,1482,1333
76,622,-1703,2084,707
77,-2449,-362,1307,1082
78,-1454,2176,1800,551
79,803,2630,538,991
80,934,-202,954,729
81,-1629,-739,1389,1223
82,435,1443,2181,295
83,2105,2233,2398,288
84,593,1918,2730,617
85,-990,-1518,2254,919
86,2485,1306,562,1394
87,-18,1143,2101,1414
88,-1698,-242,1675,529
89,182,-2547,2225,1309
90,459,-2377,565,364
91,1993,-351,511,516
92,-1427,84,2680,588
93,-2430,735,56,709
94,-736,-865,1806,480
95,-2366,-1164,2219,466
96,2661,1214,310,460
97,2019,-364,1910,898
98,-2226,-149,946,1374
99,1524,2647,675,836
100,-928,-2339,1923,298
101,-612,-2678,971,1371
102,-256,1240,317,188
103,2137,-2187,569,1169
104,1042,36,2277,588
105,2851,1848,1185,427
106,925,2205,1534,692
107,1482,1334,410,572
108,2515,-613,852,140
109,-1164,328,2345,195
110,-2339,-192,1934,1437
111,1973,548,268,952
112,189,-1498,1583,598
113,-2067,434,347,1177
114,-1162,1242,1501,1393
115,-2579,564,490,1336
116,326,-1229,1935,53
117,-1081,-2848,193,468
118,2005,-79,647,1003
119,2238,2679,2087,1319
120,1243,-223,2416,761
121,-2119,611,2830,348
122,-1385,-2617,2120,140
123,1093,-538,2874,255
124,2312,1796,2876,1162
125,-965,326,2211,1420
126,1775,-908,1946,1383
127,-603,1858,1808,394
128,-866,904,1697,732
