city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,7,-15,17,16
3,-22,-4,25,12
4,-21,-15,19,15
5,1,18,23,13
6,-14,34,10,16
7,12,15,18,15
8,19,4,9,6
9,-34,13,4,6
10,-20,21,8,15
11,18,-30,10,16
12,0,-32,4,13
13,-28,-20,20,17
14,28,4,14,7
15,28,6,28,7
16,30,-7,13,8
17,11,15,17,16
18,17,27,28,12
19,34,-1,6,17
20,-17,-16,12,8
21,17,-19,1,2
22,26,14,32,12
23,16,-25,30,8
24,30,27,12,2
25,-26,7,19,4
26,-24,-6,33,17
27,-28,-16,27,13
28,18,11,7,11
29,-16,-27,9,12
30,35,-1,29,13
31,-34,-24,20,4
32,-28,-18,16,12
33,16,30,9,14
34,18,33,29,14
35,29,34,6,12
