city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-13,9,34,3
3,-15,-24,25,10
4,-28,-9,19,1
5,4,-9,35,16
6,-27,30,26,4
7,9,20,4,9
8,17,33,18,13
9,-32,1,2,16
10,-8,-24,9,14
11,0,-19,35,5
12,12,9,1,14
13,0,27,29,1
14,16,-18,7,18
15,17,3,18,18
16,10,-27,9,16
17,-12,-33,13,6
18,-19,-26,12,18
19,10,25,16,7
20,23,-32,26,9
21,16,0,27,15
22,-21,-35,7,4
23,30,-32,7,9
24,-25,26,28,12
25,34,-14,8,10
26,15,-13,21,2
27,4,17,3,1
28,25,-17,17,9
29,-10,30,18,14
30,27,-20,3,13
31,-18,-26,33,1
32,26,5,9,13
33,-11,11,17,5
34,34,-11,19,14
35,-9,-12,23,1
