city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-569,-1117,394,515
3,-98,-1292,406,411
4,828,-1457,647,534
5,-57,439,599,213
6,259,1383,322,133
7,1136,-68,975,586
8,-77,225,510,195
9,-694,1418,960,403
10,-595,-869,1323,680
11,-921,-148,537,530
12,1005,-349,163,740
13,1186,-387,23,121
14,-93,1171,24,225
15,-728,287,1422,614
16,-1175,-1264,908,173
17,-1394,1376,451,327
18,-1058,-746,57,472
19,-1067,-328,1350,18
20,-895,560,876,258
21,153,1452,432,201
22,1041,-1055,886,170
23,568,-13,545,332
24,-749,-166,1333,268
25,-786,827,489,208
26,962,-534,811,643
27,-89,-653,1385,38
28,-223,744,1329,88
29,1438,-228,181,515
30,851,-975,223,749
31,-945,-702,355,232
32,-239,545,661,293
33,-989,-1437,188,599
34,-427,852,593,639
35,935,-76,872,55
36,-350,71,1278,629
37,-654,1103,1151,559
38,499,170,1284,270
39,-213,1339,1058,466
40,1149,1123,267,415
41,-893,-130,250,700
42,-1115,-3,639,155
43,282,660,280,509
44,-691,1366,149,464
45,506,-684,1130,210
46,-289,979,860,356
47,-790,-260,637,347
48,618,900,1122,686
49,990,-548,181,417
50,-430,719,664,289
51,-401,27,1453,711
52,817,-1198,1336,578
53,994,677,801,237
54,-377,1070,551,723
55,574,1497,489,528
56,-94,1086,1158,453
57,779,-764,66,392
58,-107,159,105,433
59,-307,110,554,87
60,-256,-1313,1407,263
61,-544,-1035,1303,429
62,-565,-854,1112,45
63,-1357,1408,1423,151
64,1421,391,1050,706
65,908,164,1230,196
66,646,-1192,35,719
67,366,-947,628,550
68,1495,-1283,1198,448
69,-863,-123,1028,598
70,250,-1498,606,625
71,1255,1084,648,71
72,425,318,1118,69
73,-195,1354,63,521
74,1180,-307,1174,496
75,-1139,-354,144,436
76,388,-689,1401,557
77,863,-1162,432,500
78,-925,-551,1367,155
79,820,-652,1050,354
80,709,-440,919,32
81,32,160,268,158
82,-1322,-735,986,90
83,871,664,624,127
84,-163,-841,992,463
85,523,977,1423,686
86,-1384,1290,841,384
87,-612,226,1101,612
88,-1153,-1196,212,693
89,-1140,858,409,705
90,-1066,587,824,334
91,-591,133,513,638
92,-705,-1454,682,353
93,-1165,106,46,677
94,301,-1435,621,456
95,-415,-681,1290,222
96,-1381,-21,627,646
97,-75,-196,630,372
98,275,1460,69,50
99,1124,1395,731,666
100,359,995,1340,27
101,882,-508,1073,4
102,-1385,-190,1324,327
103,803,47,437,153
104,-1193,-200,1001,577
105,901,1145,1117,290
106,1035,-974,1158,353
107,822,213,1422,495
108,800,541,503,397
109,323,-1339,1302,598
110,678,-341,412,184
111,-426,-930,484,64
112,864,-480,1150,341
113,1019,-105,853,65
114,520,888,1039,176
115,190,689,1268,236
116,1378,1063,359,692
117,-1171,-1348,268,703
118,-442,741,501,70
119,-225,-1100,1258,618
120,768,-104,1429,419
121,438,-445,710,738
122,741,772,1156,496
123,1443,-986,401,124
124,722,-412,71,396
125,1327,116,658,539
126,429,-845,1175,735
127,673,587,1030,386
128,-1185,1084,920,72
129,1124,-1077,1407,514
