city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-30,37,65,5
3,-106,-153,120,76
4,70,116,139,31
5,-13,-160,103,7
6,-150,-1,90,60
7,-103,21,51,46
8,-76,-70,112,64
9,19,144,125,85
10,35,31,131,54
11,-55,34,15,64
12,155,-37,73,70
13,142,-35,15,30
14,-62,37,132,66
15,163,-74,134,74
16,150,164,121,45
17,-35,151,160,8
18,-65,143,152,17
19,-133,-9,115,58
20,-140,-41,38,77
21,-80,-144,57,31
22,54,118,56,72
23,5,6,120,79
24,18,-19,2,76
25,136,-107,80,60
26,153,14,67,71
27,-147,-119,149,28
28,-23,-57,74,63
29,-107,-29,6,54
30,-58,-25,123,4
31,-163,167,52,11
32,-111,96,24,35
33,8,87,112,83
34,-167,44,108,72
35,134,12,154,31
36,58,99,124,1
37,104,133,169,43
38,-134,-24,124,5
39,17,5,131,22
40,22,23,37,34
41,-94,-125,125,79
42,54,-28,85,64
43,96,53,1,6
44,-144,-161,170,6
45,55,50,125,7
46,-57,14,59,73
47,166,68,2,85
48,-154,71,160,14
49,76,-61,79,83
50,-29,-123,35,78
51,67,51,75,54
52,53,88,163,37
53,-35,3,161,79
54,167,-72,101,64
55,71,56,166,43
56,-136,-149,66,1
57,113,-31,24,58
58,119,87,150,48
59,-160,30,75,16
60,94,-134,55,40
61,-127,-49,26,59
62,17,140,92,82
63,140,-64,116,31
64,-35,69,20,21
65,-54,-32,162,57
66,-127,-41,69,27
67,-107,103,29,70
68,-161,-118,67,30
69,144,-131,55,77
70,94,-9,63,37
71,167,-158,6,28
72,-160,-25,62,22
73,-47,12,157,83
74,113,-31,50,82
75,-161,-98,107,44
76,165,-105,121,73
77,-98,105,25,70
78,39,170,8,66
79,12,-149,132,64
80,-13,69,47,68
81,39,-119,117,14
82,88,52,45,4
83,-63,18,9,53
84,-124,-8,109,55
85,112,55,133,55
86,45,-118,5,51
87,56,101,1,70
88,4,-64,153,11
89,30,14,91,30
90,-96,3,126,39
91,-99,-34,95,16
92,-77,151,95,67
93,17,141,2,20
94,159,-111,95,82
95,-4,-50,114,32
96,-70,95,140,37
97,-35,105,62,81
98,-105,83,110,33
99,79,-130,156,24
100,-136,-149,67,14
101,34,-119,149,28
102,-109,144,94,36
103,106,142,156,13
104,-27,128,163,8
105,87,-118,106,63
106,-37,110,115,79
107,-32,-4,105,8
108,132,7,140,46
109,-64,-22,132,11
110,-41,-118,154,36
111,85,36,48,75
112,24,120,113,70
113,4,79,53,63
114,38,79,110,73
115,93,-50,23,63
116,-60,-101,32,9
117,163,132,73,8
118,-160,168,165,75
119,69,146,9,72
120,99,-136,62,60
121,91,51,51,10
122,-47,-51,63,53
123,87,51,99,48
124,-119,148,148,12
125,143,10,5,45
126,18,91,4,34
127,-53,33,166,7
128,136,-66,14,55
129,80,-135,127,75
130,-114,158,63,19
131,-76,36,134,64
132,-166,133,127,34
133,-94,52,31,12
134,49,162,140,29
135,-168,-71,159,11
136,151,37,115,35
137,151,152,164,8
138,166,-29,33,35
139,68,-3,13,24
140,-108,117,151,32
141,120,-150,31,77
142,14,69,104,14
143,-53,-47,104,28
144,-165,-149,168,68
145,145,126,164,34
146,27,-128,41,85
147,69,-145,17,12
148,-30,-135,72,42
149,133,124,108,22
150,-39,-106,10,77
151,-15,72,18,73
152,31,48,38,22
153,75,-62,137,31
154,24,147,116,61
155,-166,133,65,23
156,-133,115,123,68
157,-130,-95,83,2
158,38,21,127,28
159,67,12,72,14
160,-110,44,52,45
161,29,-117,33,79
162,44,19,14,22
163,87,-44,90,35
164,138,-117,68,82
165,51,144,167,78
166,-165,-153,78,13
167,8,-19,100,27
168,-146,-73,42,41
169,-83,126,161,2
170,164,-109,125,6
