city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-70,-152,164,42
3,-49,-128,53,53
4,28,43,26,10
5,68,166,15,79
6,61,-154,23,46
7,-42,70,126,54
8,-55,-13,10,47
9,-79,59,40,74
10,126,-155,55,1
11,-54,-162,71,3
12,37,-143,32,19
13,27,109,125,50
14,-34,135,101,54
15,47,121,59,9
16,-81,141,62,31
17,35,-18,3,30
18,-105,-153,62,77
19,-37,40,41,78
20,169,164,2,79
21,65,-83,155,74
22,-79,-79,90,17
23,-24,-150,25,38
24,81,17,18,56
25,155,49,123,30
26,97,35,97,6
27,-147,143,45,72
28,-138,68,5,28
29,-45,-120,99,12
30,-21,-61,36,24
31,-50,-156,159,44
32,-147,133,55,74
33,167,-136,159,1
34,-29,-163,21,40
35,-123,102,125,67
36,-52,51,58,70
37,-60,93,98,60
38,-119,76,144,15
39,47,71,163,38
40,12,125,25,38
41,89,67,152,75
42,-68,56,141,71
43,25,-104,143,31
44,-82,-39,37,5
45,50,29,2,59
46,-28,9,36,73
47,69,15,98,10
48,-57,-168,162,83
49,104,-151,23,78
50,33,-35,111,76
51,130,-161,137,25
52,-149,-119,111,9
53,42,-155,117,56
54,-102,-152,32,81
55,57,-103,152,8
56,129,137,15,77
57,81,-149,114,73
58,71,-10,95,13
59,-164,-61,161,46
60,7,-62,2,56
61,-152,-98,77,42
62,-145,24,143,10
63,6,-29,38,76
64,135,51,45,82
65,-144,-39,135,65
66,35,-81,13,12
67,117,83,18,27
68,-37,-88,154,50
69,112,71,92,29
70,53,27,114,32
71,32,-72,132,62
72,-53,7,146,16
73,-90,94,160,22
74,-42,103,102,3
75,-13,24,57,22
76,39,-90,42,75
77,-85,128,159,47
78,-28,11,65,67
79,127,92,119,68
80,-86,118,105,79
81,121,49,134,55
82,1,111,52,60
83,-57,-3,165,85
84,-104,-58,86,59
85,111,170,143,70
86,-77,1,93,37
87,-83,74,71,64
88,151,-159,143,34
89,125,48,88,78
90,-104,-125,40,5
91,112,130,78,55
92,61,62,44,77
93,5,73,159,30
94,-128,-70,26,47
95,-35,41,148,57
96,-30,-93,33,56
97,-89,-44,46,47
98,-157,-104,106,34
99,118,39,78,34
100,79,-34,16,28
101,116,-21,102,74
102,-13,45,166,51
103,126,-109,4,54
104,128,56,144,36
105,105,145,23,53
106,-26,-22,20,15
107,-6,130,80,10
108,-6,146,110,83
109,-10,75,7,82
110,33,-37,24,42
111,115,-26,87,52
112,72,-13,94,47
113,8,-64,9,24
114,-135,43,84,32
115,10,-7,76,37
116,6,134,101,73
117,79,-117,159,12
118,80,-82,110,56
119,92,-39,37,64
120,126,115,139,43
121,-156,154,170,50
122,-104,87,145,85
123,-84,-167,37,60
124,111,-100,8,57
125,21,18,11,16
126,157,-66,66,48
127,124,32,39,50
128,-19,0,159,16
129,-110,-71,158,55
130,-31,71,3,31
131,-76,20,97,1
132,-103,-101,159,64
133,-57,155,33,50
134,-107,156,161,32
135,-61,-97,145,9
136,-121,148,133,24
137,43,102,30,12
138,167,-70,88,18
139,-111,-65,29,77
140,51,152,132,64
141,-32,-40,149,72
142,-32,-44,12,78
143,43,36,3,32
144,-22,-140,54,26
145,-16,-78,7,43
146,-74,134,18,62
147,40,23,71,60
148,-72,122,19,46
149,-144,-120,132,23
150,-92,13,59,49
151,100,-47,25,73
152,-164,-8,90,15
153,123,-74,1,69
154,-98,1,13,8
155,107,-26,82,16
156,-64,139,170,62
157,-57,124,34,17
158,162,-115,61,26
159,62,170,21,45
160,-112,-45,15,81
161,-121,-142,49,68
162,-149,95,59,48
163,55,56,60,17
164,108,133,87,55
165,23,-165,2,47
166,49,-127,11,30
167,-57,45,168,62
168,-81,47,12,55
169,-36,-152,136,25
170,76,-112,81,9
