city,xcoord,ycoord,profit,weight
1,0,0,0,0
2,-20,-114,41,45
3,109,37,95,4
4,75,-117,34,54
5,123,94,101,50
6,-106,-32,12,36
7,-70,97,68,34
8,-42,50,78,7
9,-36,-107,129,34
10,-124,-3,10,8
11,99,112,91,32
12,-43,-108,1,59
13,-135,13,16,27
14,-106,116,76,44
15,85,92,36,46
16,28,-103,68,42
17,124,-80,115,18
18,-16,-70,57,48
19,-1,-5,37,44
20,-89,98,92,63
21,-23,40,135,2
22,83,135,22,63
23,89,-31,66,30
24,121,-39,59,9
25,23,-109,132,47
26,40,40,51,50
27,-92,60,26,17
28,15,37,94,35
29,-11,-58,97,63
30,83,-68,81,57
31,115,-14,79,13
32,-19,11,77,13
33,-67,-14,53,43
34,20,108,38,20
35,76,42,101,33
36,-16,-91,60,64
37,-113,-102,89,7
38,-9,-114,65,40
39,54,18,21,46
40,-132,-100,61,51
41,80,30,118,28
42,-129,68,9,14
43,-38,-63,113,36
44,82,-24,24,67
45,130,-88,38,26
46,-35,-134,125,59
47,12,41,133,1
48,-16,110,67,25
49,-133,-125,21,23
50,129,-128,106,44
51,-40,128,84,37
52,-35,13,8,68
53,70,-70,135,60
54,-76,-89,18,22
55,100,104,3,10
56,-67,-116,108,57
57,11,-130,67,25
58,-59,-13,28,22
59,-112,126,127,16
60,-135,-70,91,15
61,-4,130,118,29
62,30,-78,14,8
63,-53,6,107,64
64,101,-80,73,62
65,-65,84,14,20
66,2,-52,112,36
67,47,86,10,50
68,15,-81,77,38
69,121,65,63,41
70,14,14,109,19
71,32,107,70,2
72,-98,59,121,36
73,107,-100,78,64
74,-77,-95,123,33
75,-130,-61,132,3
76,-13,-88,60,9
77,-101,89,32,62
78,79,102,103,55
79,-22,67,17,2
80,-102,-102,94,23
81,60,-7,102,3
82,-18,-67,133,29
83,45,-70,107,65
84,73,105,114,22
85,-48,-53,127,56
86,-116,-76,130,36
87,127,-54,35,60
88,75,-127,95,8
89,67,57,36,27
90,-114,-41,83,39
91,-106,-49,77,22
92,-74,-22,77,66
93,98,-34,126,64
94,11,98,52,62
95,-39,-82,43,62
96,52,-68,93,18
97,100,41,124,13
98,93,51,73,11
99,84,122,15,3
100,-109,-85,128,1
101,-80,121,25,43
102,17,69,7,63
103,74,-101,85,38
104,24,21,111,7
105,74,-101,117,50
106,3,74,133,39
107,24,26,126,50
108,-107,45,20,7
109,107,135,39,68
110,59,17,30,34
111,-112,19,62,8
112,-43,-47,108,63
113,24,64,8,63
114,-89,29,9,56
115,-49,23,34,58
116,42,44,130,10
117,-117,62,14,12
118,-82,-71,8,2
119,119,-113,1,18
120,-104,1,68,16
121,-30,-38,114,31
122,59,-132,49,53
123,11,-74,5,38
124,-108,-133,64,48
125,-51,-134,16,56
126,-109,-45,134,11
127,-13,100,97,5
128,10,100,20,50
129,32,-16,5,21
130,119,55,103,13
131,62,-103,80,16
132,67,-80,64,31
133,-51,15,51,43
134,-85,61,74,60
135,-59,-59,133,50
